sorted_pairs	ReactionID	type1	type2	mappingID1	mappingID2	Reaction ID	Relationship	pair1	pair2	SeedNode1	SeedNode2	detectedPair1	detectedPair2	SigNode1	SigNode2	Entity1	Entity2	EdgeColor	Direction	concordant	EdgeLine	8_diff	7_diff	6_diff	5_diff	4_diff	3_diff	2_diff	1_diff
64716_Q5U2V5	R-RNO-1482546, R-RNO-1482689	output	catalyst	64716	Q5U2V5	R-RNO-1482546, R-RNO-1482689	Metabolite_GeneProduct	PG [mitochondrial inner membrane]	Crls1 [mitochondrial inner membrane]	*		*	*	*		SimpleEntity	EntityWithAccessionedSequence	Enzyme or transporter	output_catalyst		Solid			*	*	*		*	*
A0A0G2JVM2_P04639	R-RNO-8952289	input	input	P04639	A0A0G2JVM2	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Mia3 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
A0A0G2JXY3_P04639	R-RNO-8952289	input	input	P04639	A0A0G2JXY3	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Apol7a-Apol9 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
A0A0G2K4C0_P26260	R-RNO-1889981	input	catalyst	P26260	A0A0G2K4C0	R-RNO-1889981	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	B4galt7 [Golgi membrane]	*		*	*	*		DefinedSet	EntityWithAccessionedSequence	Others	input_catalyst		Solid					*			
A0A0G2K7F8_P04639	R-RNO-8952289	input	input	P04639	A0A0G2K7F8	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Apol7bl1 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
A0A0G2KAH7_P26260	R-RNO-2022851, R-RNO-2022856, R-RNO-2022919, R-RNO-2076392	input	catalyst	P26260	A0A0G2KAH7	R-RNO-2022851, R-RNO-2022856, R-RNO-2022919, R-RNO-2076392	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	Ext2 [Golgi membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid					*			
A0A8I5Y144_A0A8I6A5G9	R-RNO-1605624, R-RNO-9840795	input	catalyst	A0A8I6A5G9	A0A8I5Y144	R-RNO-1605624, R-RNO-9840795	GeneProduct_GeneProduct	Gm2a [lysosomal lumen]	Glb1l2 [lysosomal lumen]	*		*	*	*		DefinedSet, Complex	CandidateSet	Others	input_catalyst		Solid	*							
A0A8I5ZPY1_P04639	R-RNO-8952289	input	input	P04639	A0A8I5ZPY1	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Golm1 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
A0A8I5ZV45_P04639	R-RNO-8952289	input	input	A0A8I5ZV45	P04639	R-RNO-8952289	GeneProduct_GeneProduct	FAM20C [endoplasmic reticulum lumen]	Apoa1 [endoplasmic reticulum lumen]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid	*				*			
A0A8I5ZVC4_P04639	R-RNO-8952289	input	input	P04639	A0A8I5ZVC4	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Itih2 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
A0A8I6A4W2_P04639	R-RNO-8952289	input	input	P04639	A0A8I6A4W2	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Ktn1 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
A0A8I6A5G9_B1WBS6	R-RNO-1605624, R-RNO-9840795	input	catalyst	A0A8I6A5G9	B1WBS6	R-RNO-1605624, R-RNO-9840795	GeneProduct_GeneProduct	Gm2a [lysosomal lumen]	Glb1l [lysosomal lumen]	*		*	*	*		DefinedSet, Complex	CandidateSet	Others	input_catalyst		Solid	*							
A0A8I6A5G9_D3ZUM4	R-RNO-1605624, R-RNO-9840795	input	catalyst	A0A8I6A5G9	D3ZUM4	R-RNO-1605624, R-RNO-9840795	GeneProduct_GeneProduct	Gm2a [lysosomal lumen]	Glb1 [lysosomal lumen]	*		*	*	*		DefinedSet, Complex	CandidateSet	Others	input_catalyst		Solid	*							
A0A8I6A5G9_P10960	R-RNO-1605624	input	input	A0A8I6A5G9	P10960	R-RNO-1605624	GeneProduct_GeneProduct	Gm2a [lysosomal lumen]	Psap [lysosomal lumen]	*		*	*	*		DefinedSet	DefinedSet	SameComplex	input_input		Solid	*							
A0A8I6A5G9_Q641X3	R-RNO-1605595, R-RNO-9840833, R-RNO-9840884	input	catalyst	A0A8I6A5G9	Q641X3	R-RNO-1605595, R-RNO-9840833, R-RNO-9840884	GeneProduct_GeneProduct	Gm2a [lysosomal lumen]	Hexa [lysosomal lumen]	*		*	*	*		Complex	Complex, DefinedSet	Others	input_catalyst		Solid	*							
A0A8I6A5G9_Q6AXR4	R-RNO-1605595, R-RNO-9840833, R-RNO-9840884	input	catalyst	A0A8I6A5G9	Q6AXR4	R-RNO-1605595, R-RNO-9840833, R-RNO-9840884	GeneProduct_GeneProduct	Gm2a [lysosomal lumen]	Hexb [lysosomal lumen]	*		*	*	*		Complex	Complex, DefinedSet	Others	input_catalyst		Solid	*							
A0A8I6A609_P04639	R-RNO-2404131	input	input	A0A8I6A609	P04639	R-RNO-2404131	GeneProduct_GeneProduct	Gpc6 [plasma membrane]	Apoa1 [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid	*				*			
A0A8I6A609_P06759	R-RNO-2404131	input	input	A0A8I6A609	P06759	R-RNO-2404131	GeneProduct_GeneProduct	Gpc6 [plasma membrane]	Apoc3 [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*			
A0A8I6A609_P26260	R-RNO-1667005, R-RNO-1678694, R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981, R-RNO-2022851, R-RNO-2022856, R-RNO-2022860, R-RNO-2022887, R-RNO-2022919, R-RNO-2024084, R-RNO-2024108, R-RNO-2076383, R-RNO-2076392, R-RNO-2076419, R-RNO-2076508, R-RNO-2076611, R-RNO-2404131, R-RNO-2423785	input	input	A0A8I6A609	P26260	R-RNO-1667005, R-RNO-1678694, R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981, R-RNO-2022851, R-RNO-2022856, R-RNO-2022860, R-RNO-2022887, R-RNO-2022919, R-RNO-2024084, R-RNO-2024108, R-RNO-2076383, R-RNO-2076392, R-RNO-2076419, R-RNO-2076508, R-RNO-2076611, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Gpc6 [lysosomal lumen], Gpc6 [plasma membrane], Gpc6 [Golgi lumen]	Sdc1 [lysosomal lumen], Sdc1 [plasma membrane], Sdc1 [Golgi lumen]		*	*	*		*	DefinedSet, Complex	DefinedSet, Complex	SameComplex	input_input		Solid					*			
A0A8I6A8X0_P62898	R-RNO-163214	input	catalyst	P62898	A0A8I6A8X0	R-RNO-163214	GeneProduct_GeneProduct	Cytochrome c (reduced) [mitochondrial inner membrane]	Cox6b1 [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid							*	
A0A8I6AAY1_P62898	R-RNO-163214	input	catalyst	P62898	A0A8I6AAY1	R-RNO-163214	GeneProduct_GeneProduct	Cytochrome c (reduced) [mitochondrial inner membrane]	Cox7a2l [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid							*	
A0A8I6AII9_P04639	R-RNO-8952289	input	input	P04639	A0A8I6AII9	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	AABR07058479.1 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
A0A8I6ARC1_P04639	R-RNO-8952289	input	input	P04639	A0A8I6ARC1	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Tnc [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
A0A8I6GCQ3_P04639	R-RNO-8952289	input	input	A0A8I6GCQ3	P04639	R-RNO-8952289	GeneProduct_GeneProduct	Ano8 [endoplasmic reticulum lumen]	Apoa1 [endoplasmic reticulum lumen]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid	*				*			
B1WC34_P04639	R-RNO-8952289	input	input	P04639	B1WC34	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Prkcsh [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
B2RYS2_P62898	R-RNO-164651	input	catalyst	P62898	B2RYS2	R-RNO-164651	GeneProduct_GeneProduct	Cytochrome c (oxidised) [mitochondrial inner membrane]	Uqcrb [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid							*	
B2RYX1_P62898	R-RNO-164651	input	catalyst	P62898	B2RYX1	R-RNO-164651	GeneProduct_GeneProduct	Cytochrome c (oxidised) [mitochondrial inner membrane]	Uqcr10 [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid							*	
B2RZD6_P62898	R-RNO-163214	input	catalyst	P62898	B2RZD6	R-RNO-163214	GeneProduct_GeneProduct	Cytochrome c (reduced) [mitochondrial inner membrane]	NDUFA4 [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid							*	
C0HLM6_Q5I0I9	R-RNO-9865579	input	catalyst	C0HLM6	Q5I0I9	R-RNO-9865579	GeneProduct_GeneProduct	Smim20 [mitochondrial inner membrane]	Coq10b [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	Others	input_catalyst		Solid			*					
D3Z9I1_Q5I0I9	R-RNO-9865579	input	catalyst	D3Z9I1	Q5I0I9	R-RNO-9865579	GeneProduct_GeneProduct	Coa3 [mitochondrial inner membrane]	Coq10b [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	Others	input_catalyst		Solid			*					
D3ZCF7_P04639	R-RNO-2404131	input	catalyst	P04639	D3ZCF7	R-RNO-2404131	GeneProduct_GeneProduct	Apoa1 [extracellular region]	Lrp12 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid	*				*			
D3ZCF7_P06759	R-RNO-2404131	input	catalyst	P06759	D3ZCF7	R-RNO-2404131	GeneProduct_GeneProduct	Apoc3 [extracellular region]	Lrp12 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid					*			
D3ZCF7_P26260	R-RNO-2404131	input	catalyst	P26260	D3ZCF7	R-RNO-2404131	GeneProduct_GeneProduct	Sdc1 [plasma membrane]	Lrp12 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid					*			
D3ZD62_P26260	R-RNO-2022860, R-RNO-2022887	input	catalyst	P26260	D3ZD62	R-RNO-2022860, R-RNO-2022887	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	Ndst2 [Golgi membrane]	*		*	*	*		DefinedSet	CandidateSet	Others	input_catalyst		Solid					*			
D3ZE75_P04639	R-RNO-2404131	input	catalyst	P04639	D3ZE75	R-RNO-2404131	GeneProduct_GeneProduct	Apoa1 [extracellular region]	Lrp8 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid	*				*			
D3ZE75_P06759	R-RNO-2404131	input	catalyst	P06759	D3ZE75	R-RNO-2404131	GeneProduct_GeneProduct	Apoc3 [extracellular region]	Lrp8 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid					*			
D3ZE75_P26260	R-RNO-2404131	input	catalyst	P26260	D3ZE75	R-RNO-2404131	GeneProduct_GeneProduct	Sdc1 [plasma membrane]	Lrp8 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid					*			
D3ZFQ8_P62898	R-RNO-164651	input	catalyst	P62898	D3ZFQ8	R-RNO-164651	GeneProduct_GeneProduct	Cytochrome c (oxidised) [mitochondrial inner membrane]	CYC1 [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid							*	
D3ZFR1_P26260	R-RNO-2076611	input	catalyst	P26260	D3ZFR1	R-RNO-2076611	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	Hs3st3a1 [Golgi membrane]	*		*	*	*		DefinedSet	CandidateSet	Others	input_catalyst		Solid					*			
D3ZGJ6_P26260	R-RNO-2076611	input	catalyst	P26260	D3ZGJ6	R-RNO-2076611	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	HS3ST6 [Golgi membrane]	*		*	*	*		DefinedSet	CandidateSet	Others	input_catalyst		Solid					*			
D3ZH41_P04639	R-RNO-8952289	input	input	P04639	D3ZH41	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Ckap4 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
D3ZL85_P62898	R-RNO-9866217	input	catalyst	P62898	D3ZL85	R-RNO-9866217	GeneProduct_GeneProduct	apo-CYCS [mitochondrial inner membrane]	Hccs [mitochondrial inner membrane]	*		*	*	*		DefinedSet	EntityWithAccessionedSequence	Others	input_catalyst		Solid							*	
D3ZQC1_P26260	R-RNO-1889978	input	catalyst	P26260	D3ZQC1	R-RNO-1889978	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	B3galt6 [Golgi membrane]	*		*	*	*		DefinedSet	EntityWithAccessionedSequence	Others	input_catalyst		Solid					*			
D3ZTA9_P26260	R-RNO-2076611	input	catalyst	P26260	D3ZTA9	R-RNO-2076611	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	HS3ST3B1 [Golgi membrane]	*	*	*	*	*	*	DefinedSet	CandidateSet	Others	input_catalyst		Solid			*		*			
D3ZUB0_P04639	R-RNO-8952289	input	input	P04639	D3ZUB0	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Rcn1 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
D3ZXI3_P04639	R-RNO-8952289	input	input	P04639	D3ZXI3	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Notum [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
D4A6E6_P26260	R-RNO-2076419	input	catalyst	P26260	D4A6E6	R-RNO-2076419	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	Hs6st1 [Golgi membrane]	*		*	*	*		DefinedSet	CandidateSet	Others	input_catalyst		Solid					*			
E9PT53_P04639	R-RNO-8952289	input	input	P04639	E9PT53	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Wfs1 [endoplasmic reticulum lumen]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid	*				*			
F1M512_P04639	R-RNO-8952289	input	input	P04639	F1M512	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Apol11a [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
F1M9B2_P04639	R-RNO-8952289	input	input	P04639	F1M9B2	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Igfbp7 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
F7F3K1_P04639	R-RNO-2404131	input	catalyst	P04639	F7F3K1	R-RNO-2404131	GeneProduct_GeneProduct	Apoa1 [extracellular region]	Lrp10 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid	*				*			
F7F3K1_P06759	R-RNO-2404131	input	catalyst	P06759	F7F3K1	R-RNO-2404131	GeneProduct_GeneProduct	Apoc3 [extracellular region]	Lrp10 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid					*			
F7F3K1_P26260	R-RNO-2404131	input	catalyst	P26260	F7F3K1	R-RNO-2404131	GeneProduct_GeneProduct	Sdc1 [plasma membrane]	Lrp10 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid					*			
G3V7N0_P26260	R-RNO-2076508	input	catalyst	P26260	G3V7N0	R-RNO-2076508	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	Hs2st1 [Golgi membrane]	*		*	*	*		DefinedSet	EntityWithAccessionedSequence	Others	input_catalyst		Solid					*			
G3V8D4_P04639	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	P04639	G3V8D4	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Apoa1 [extracellular region]	Apoc2 [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
G3V8D4_P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	G3V8D4	P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Apoc2 [extracellular region]	Apoc3 [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*			
G3V8D4_P26260	R-RNO-2404131	input	input	P26260	G3V8D4	R-RNO-2404131	GeneProduct_GeneProduct	Sdc1 [plasma membrane]	Apoc2 [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid					*			
G3V8S6_P04639	R-RNO-8952289	input	input	P04639	G3V8S6	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Hrc [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
G3V901_P26260	R-RNO-2022851, R-RNO-2022856, R-RNO-2022919, R-RNO-2076392	input	catalyst	P26260	G3V901	R-RNO-2022851, R-RNO-2022856, R-RNO-2022919, R-RNO-2076392	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	Ext1 [Golgi membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid					*			
G3V928_P04639	R-RNO-2404131	input	catalyst	P04639	G3V928	R-RNO-2404131	GeneProduct_GeneProduct	Apoa1 [extracellular region]	LRP1 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid	*				*			
G3V928_P06759	R-RNO-2404131	input	catalyst	P06759	G3V928	R-RNO-2404131	GeneProduct_GeneProduct	Apoc3 [extracellular region]	LRP1 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid					*			
G3V928_P26260	R-RNO-2404131	input	catalyst	P26260	G3V928	R-RNO-2404131	GeneProduct_GeneProduct	Sdc1 [plasma membrane]	LRP1 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid					*			
G3V9M6_P04639	R-RNO-8952289	input	input	P04639	G3V9M6	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Fbn1 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
O88281_P04639	R-RNO-8952289	input	input	P04639	O88281	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Megf6 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
P00159_P62898	R-RNO-164651	input	catalyst	P62898	P00159	R-RNO-164651	GeneProduct_GeneProduct	Cytochrome c (oxidised) [mitochondrial inner membrane]	MT-CYB [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid							*	
P00406_P62898	R-RNO-163214	input	catalyst	P62898	P00406	R-RNO-163214	GeneProduct_GeneProduct	Cytochrome c (reduced) [mitochondrial inner membrane]	nascent MT-CO2 [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid							*	
P00406_Q5I0I9	R-RNO-9865579	input	catalyst	P00406	Q5I0I9	R-RNO-9865579	GeneProduct_GeneProduct	nascent MT-CO2 [mitochondrial inner membrane]	Coq10b [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	Others	input_catalyst		Solid			*					
P01026_P04639	R-RNO-8952289	input	input	P04639	P01026	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	C3 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
P02650_P04639	R-RNO-8952289, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785, R-RNO-8952289	input	catalyst	P04639	P02650	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	APOE [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_catalyst		Solid	*				*			
P02650_P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	P06759	P02650	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Apoc3 [extracellular region]	APOE [extracellular region]	*		*	*	*		Complex	Complex, EntityWithAccessionedSequence	SameComplex	input_input		Solid					*			
P02650_P26260	R-RNO-2404131	input	input	P26260	P02650	R-RNO-2404131	GeneProduct_GeneProduct	Sdc1 [plasma membrane]	APOE [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid					*			
P02651_P04639	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	P04639	P02651	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Apoa1 [cytosol], Apoa1 [extracellular region]	Apoa4 [cytosol], Apoa4 [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
P02651_P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	P02651	P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Apoa4 [extracellular region]	Apoc3 [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*			
P02651_P26260	R-RNO-2404131	input	input	P26260	P02651	R-RNO-2404131	GeneProduct_GeneProduct	Sdc1 [plasma membrane]	Apoa4 [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid					*			
P02680_P04639	R-RNO-8952289	input	input	P04639	P02680	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	FGG [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
P02767_P04916	R-RNO-2404134	input	input	P04916	P02767	R-RNO-2404134	GeneProduct_GeneProduct	RBP4(19-201) [extracellular region]	TTR [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*			
P02770_P04639	R-RNO-8952289	input	input	P02770	P04639	R-RNO-8952289	GeneProduct_GeneProduct	ALB [endoplasmic reticulum lumen]	Apoa1 [endoplasmic reticulum lumen]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid	*				*		*	
P02773_P04639	R-RNO-8952289	input	input	P02773	P04639	R-RNO-8952289	GeneProduct_GeneProduct	AFP [endoplasmic reticulum lumen]	Apoa1 [endoplasmic reticulum lumen]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid	*				*			
P04638_P04639	R-RNO-8952289, R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785, R-RNO-8952289	input	catalyst	P04639	P04638	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Apoa2 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_catalyst		Solid	*				*			
P04638_P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	P04638	P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Apoa2 [extracellular region]	Apoc3 [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid					*			
P04638_P26260	R-RNO-2404131	input	input	P26260	P04638	R-RNO-2404131	GeneProduct_GeneProduct	Sdc1 [plasma membrane]	Apoa2 [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid					*			
P04639_P04785	R-RNO-8952289	input	input	P04639	P04785	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	P4hb [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
P04639_P04937	R-RNO-8952289	input	input	P04639	P04937	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Fn1 [endoplasmic reticulum lumen]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid	*				*			
P04639_P06399	R-RNO-8952289	input	input	P04639	P06399	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	FGA [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
P04639_P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	P04639	P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Apoa1 [extracellular region]	Apoc3 [extracellular region]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid	*				*			
P04639_P08592	R-RNO-8952289	input	input	P04639	P08592	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	APP [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
P04639_P08649	R-RNO-8952289	input	input	P04639	P08649	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	C4 [endoplasmic reticulum lumen]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid	*				*	*	*	
P04639_P08721	R-RNO-8952289	input	input	P04639	P08721	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Spp1 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
P04639_P0C548	R-RNO-8952289	input	input	P04639	P0C548	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Pnpla2 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
P04639_P11762	R-RNO-8952289	input	input	P04639	P11762	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	LGALS1 [endoplasmic reticulum lumen]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid	*	*			*			
P04639_P12346	R-RNO-8952289	input	input	P04639	P12346	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	TF [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid	*				*			
