type1	type2	mappingID1	mappingID2	Reaction ID	Relationship	pair1	pair2	SeedNode1	SeedNode2	detectedPair1	detectedPair2	SigNode1	SigNode2	sorted_pairs	EdgeColor	EdgeLine	8_diff	7_diff	6_diff	5_diff	4_diff	3_diff	2_diff	1_diff
output	catalyst	C00004	Gpd1	R00842	Metabolite_GeneProduct	NADH	Gpd1		*	*	*		*	C00004_Gpd1	Enzyme	Solid						*	*	
input	catalyst	C00093	Gpd1	R00842	Metabolite_GeneProduct	sn-Glycerol 3-phosphate	Gpd1		*	*	*		*	C00093_Gpd1	Enzyme	Solid						*	*	
output	catalyst	C00111	Gpd1	R00842	Metabolite_GeneProduct	Glycerone phosphate	Gpd1	*	*	*	*	*	*	C00111_Gpd1	Enzyme	Solid	*					*	*	
input	catalyst	C00016	Gpd2	R00848	Metabolite_GeneProduct	FAD	Gpd2	*		*	*	*		C00016_Gpd2	Enzyme	Solid					*			
output	catalyst	C00111	Gpd2	R00848, R00849, R08657	Metabolite_GeneProduct	Glycerone phosphate	Gpd2	*		*	*	*		C00111_Gpd2	Enzyme	Solid	*							
output	catalyst	C00085	Gpi	R00771, R13199	Metabolite_GeneProduct	D-Fructose 6-phosphate	Gpi	*	*	*	*	*	*	C00085_Gpi	Enzyme	Solid	*		*					
input	catalyst	C00092	Gpi	R00771	Metabolite_GeneProduct	D-Glucose 6-phosphate	Gpi	*	*	*	*	*	*	C00092_Gpi	Enzyme	Solid	*		*					
input	catalyst	C00051	Gpx1	R00274, R03167, R07034, R07035, R13043	Metabolite_GeneProduct	Glutathione	Gpx1	*		*	*	*		C00051_Gpx1	Enzyme	Solid			*	*				
output	catalyst	C00127	Gpx1	R00274, R03167, R07034, R07035, R13043	Metabolite_GeneProduct	Glutathione disulfide	Gpx1	*		*	*	*		C00127_Gpx1	Enzyme	Solid							*	
input	catalyst	C00051	Gpx2	R00274, R03167, R07034, R07035, R13043	Metabolite_GeneProduct	Glutathione	Gpx2	*		*	*	*		C00051_Gpx2	Enzyme	Solid			*	*				
output	catalyst	C00127	Gpx2	R00274, R03167, R07034, R07035, R13043	Metabolite_GeneProduct	Glutathione disulfide	Gpx2	*		*	*	*		C00127_Gpx2	Enzyme	Solid							*	
input	catalyst	C00051	Gpx3	R00274	Metabolite_GeneProduct	Glutathione	Gpx3	*		*	*	*		C00051_Gpx3	Enzyme	Solid			*	*				
output	catalyst	C00127	Gpx3	R00274	Metabolite_GeneProduct	Glutathione disulfide	Gpx3	*		*	*	*		C00127_Gpx3	Enzyme	Solid							*	
input	catalyst	C00051	Gpx4	R00274, R03167, R07034, R07035, R13043	Metabolite_GeneProduct	Glutathione	Gpx4	*		*	*	*		C00051_Gpx4	Enzyme	Solid			*	*				
output	catalyst	C00127	Gpx4	R00274, R03167, R07034, R07035, R13043	Metabolite_GeneProduct	Glutathione disulfide	Gpx4	*		*	*	*		C00127_Gpx4	Enzyme	Solid							*	
input	catalyst	C00051	Gsr	R00094, R00115	Metabolite_GeneProduct	Glutathione	Gsr	*		*	*	*		C00051_Gsr	Enzyme	Solid			*	*				
output	catalyst	C00127	Gsr	R00094, R00115	Metabolite_GeneProduct	Glutathione disulfide	Gsr	*		*	*	*		C00127_Gsr	Enzyme	Solid							*	
input	catalyst	C00051	Gsta2	R03522, R07002, R07003, R07004, R07023, R07024, R07025, R07026, R07069, R07070, R07083, R07084, R07091, R07092, R07093, R07094, R07100, R07113, R07116, R08280, R08511, R08512, R09409, R11905	Metabolite_GeneProduct	Glutathione	Gsta2	*	*	*	*	*	*	C00051_Gsta2	Enzyme	Solid	*		*	*				
input	catalyst	C00051	Gstm1	R03522, R07002, R07003, R07004, R07023, R07024, R07025, R07026, R07069, R07070, R07083, R07084, R07091, R07092, R07093, R07094, R07100, R07113, R07116, R08280, R08511, R08512, R09409, R11905	Metabolite_GeneProduct	Glutathione	Gstm1	*	*	*	*	*	*	C00051_Gstm1	Enzyme	Solid			*	*	*			
input	catalyst	C00051	Gstm2	R03522, R07002, R07003, R07004, R07023, R07024, R07025, R07026, R07069, R07070, R07083, R07084, R07091, R07092, R07093, R07094, R07100, R07113, R07116, R08280, R08511, R08512, R09409, R11905	Metabolite_GeneProduct	Glutathione	Gstm2	*	*	*	*	*	*	C00051_Gstm2	Enzyme	Solid			*	*	*			
input	catalyst	C00051	Gsto1	R01108, R03522, R05748, R07002, R07003, R07004, R07023, R07024, R07025, R07026, R07069, R07070, R07083, R07084, R07091, R07092, R07093, R07094, R07100, R07113, R07116, R08280, R08511, R08512, R09409, R11905	Metabolite_GeneProduct	Glutathione	Gsto1	*		*	*	*		C00051_Gsto1	Enzyme	Solid			*	*				
output	catalyst	C00127	Gsto1	R01108, R05748	Metabolite_GeneProduct	Glutathione disulfide	Gsto1	*		*	*	*		C00127_Gsto1	Enzyme	Solid							*	
input	catalyst	C00051	Gsto2	R01108, R03522, R05748, R07002, R07003, R07004, R07023, R07024, R07025, R07026, R07069, R07070, R07083, R07084, R07091, R07092, R07093, R07094, R07100, R07113, R07116, R08280, R08511, R08512, R09409, R11905	Metabolite_GeneProduct	Glutathione	Gsto2	*		*	*	*		C00051_Gsto2	Enzyme	Solid			*	*				
output	catalyst	C00127	Gsto2	R01108, R05748	Metabolite_GeneProduct	Glutathione disulfide	Gsto2	*		*	*	*		C00127_Gsto2	Enzyme	Solid							*	
input	catalyst	C00044	Gucy1b2	R00434	Metabolite_GeneProduct	GTP	Gucy1b2	*	*	*	*	*	*	C00044_Gucy1b2	Enzyme	Solid	*	*			*			
input	catalyst	C00044	Gucy2c	R00434	Metabolite_GeneProduct	GTP	Gucy2c	*	*	*	*	*	*	C00044_Gucy2c	Enzyme	Solid	*	*						
input	catalyst	C00010	Hadhb	R05506, R05586, R08091, R08095	Metabolite_GeneProduct	CoA	Hadhb	*		*	*	*		C00010_Hadhb	Enzyme	Solid				*				
input	catalyst	C05270	Hadhb	R04747	Metabolite_GeneProduct	Hexanoyl-CoA	Hadhb	*		*	*	*		C05270_Hadhb	Enzyme	Solid				*				
input	catalyst	C00135	Hdc	R01167	Metabolite_GeneProduct	L-Histidine	Hdc	*		*	*	*		C00135_Hdc	Enzyme	Solid			*	*			*	
output	catalyst	C00388	Hdc	R01167	Metabolite_GeneProduct	Histamine	Hdc	*		*	*	*		C00388_Hdc	Enzyme	Solid				*				
input	catalyst	C00010	Hibch	R03158	Metabolite_GeneProduct	CoA	Hibch	*		*	*	*		C00010_Hibch	Enzyme	Solid				*				
output	catalyst	C00085	Hk1	R00760, R00876, R01140	Metabolite_GeneProduct	D-Fructose 6-phosphate	Hk1	*		*	*	*		C00085_Hk1	Enzyme	Solid	*							
output	catalyst	C00092	Hk1	R00299, R00725, R01139	Metabolite_GeneProduct	D-Glucose 6-phosphate	Hk1	*		*	*	*		C00092_Hk1	Enzyme	Solid	*							
output	catalyst	C00085	Hk2	R00760, R00876, R01140	Metabolite_GeneProduct	D-Fructose 6-phosphate	Hk2	*		*	*	*		C00085_Hk2	Enzyme	Solid	*							
output	catalyst	C00092	Hk2	R00299, R00725, R01139	Metabolite_GeneProduct	D-Glucose 6-phosphate	Hk2	*		*	*	*		C00092_Hk2	Enzyme	Solid	*							
output	catalyst	C00085	Hk3	R00760, R00876, R01140	Metabolite_GeneProduct	D-Fructose 6-phosphate	Hk3	*		*	*	*		C00085_Hk3	Enzyme	Solid	*							
output	catalyst	C00092	Hk3	R00299, R00725, R01139	Metabolite_GeneProduct	D-Glucose 6-phosphate	Hk3	*		*	*	*		C00092_Hk3	Enzyme	Solid	*							
output	catalyst	C00005	Hmgcr	R02082	Metabolite_GeneProduct	NADPH	Hmgcr		*	*	*		*	C00005_Hmgcr	Enzyme	Solid		*						
input	catalyst	C00010	Hmgcr	R02082	Metabolite_GeneProduct	CoA	Hmgcr	*	*	*	*	*	*	C00010_Hmgcr	Enzyme	Solid		*		*				
input	catalyst	C00010	Hmgcs1	R01978	Metabolite_GeneProduct	CoA	Hmgcs1	*	*	*	*	*	*	C00010_Hmgcs1	Enzyme	Solid				*			*	
output	catalyst	C00024	Hmgcs1	R01978	Metabolite_GeneProduct	Acetyl-CoA	Hmgcs1		*	*	*		*	C00024_Hmgcs1	Enzyme	Solid							*	
input	catalyst	C00144	Hprt1	R01229	Metabolite_GeneProduct	GMP	Hprt1	*		*	*	*		C00144_Hprt1	Enzyme	Solid	*	*					*	
output	catalyst	C00242	Hprt1	R01229	Metabolite_GeneProduct	Guanine	Hprt1	*		*	*	*		C00242_Hprt1	Enzyme	Solid	*							
input	catalyst	C00016	Itpa	R00160	Metabolite_GeneProduct	FAD	Itpa	*		*	*	*		C00016_Itpa	Enzyme	Solid					*			
input	catalyst	C00029	Itpa	R00287	Metabolite_GeneProduct	UDP-glucose	Itpa	*		*	*	*		C00029_Itpa	Enzyme	Solid							*	
input	catalyst	C00044	Itpa	R00426	Metabolite_GeneProduct	GTP	Itpa	*		*	*	*		C00044_Itpa	Enzyme	Solid	*	*						
input	catalyst	C00063	Itpa	R00515	Metabolite_GeneProduct	CTP	Itpa	*		*	*	*		C00063_Itpa	Enzyme	Solid	*							
input	catalyst	C00075	Itpa	R00662	Metabolite_GeneProduct	UTP	Itpa	*		*	*	*		C00075_Itpa	Enzyme	Solid	*	*				*	*	*
output	catalyst	C00144	Itpa	R00426	Metabolite_GeneProduct	GMP	Itpa	*		*	*	*		C00144_Itpa	Enzyme	Solid	*	*					*	
input	catalyst	C00016	Ivd	R01175, R04095, R04751	Metabolite_GeneProduct	FAD	Ivd	*		*	*	*		C00016_Ivd	Enzyme	Solid					*			
input	catalyst	C05270	Ivd	R04751	Metabolite_GeneProduct	Hexanoyl-CoA	Ivd	*		*	*	*		C05270_Ivd	Enzyme	Solid				*				
output	catalyst	C00025	Kyat1	R01956, R04171, R12688	Metabolite_GeneProduct	L-Glutamate	Kyat1	*		*	*	*		C00025_Kyat1	Enzyme	Solid					*			
input	catalyst	C00064	Kyat1	R01375	Metabolite_GeneProduct	L-Glutamine	Kyat1	*		*	*	*		C00064_Kyat1	Enzyme	Solid			*	*	*			
input	catalyst	C00097	Kyat1	R00782	Metabolite_GeneProduct	L-Cysteine	Kyat1	*		*	*	*		C00097_Kyat1	Enzyme	Solid			*				*	*
output	catalyst	C00025	Kyat3	R01956, R04171, R12688	Metabolite_GeneProduct	L-Glutamate	Kyat3	*		*	*	*		C00025_Kyat3	Enzyme	Solid					*			
input	catalyst	C00064	Kyat3	R01375	Metabolite_GeneProduct	L-Glutamine	Kyat3	*		*	*	*		C00064_Kyat3	Enzyme	Solid			*	*	*			
input	catalyst	C00097	Kyat3	R00782	Metabolite_GeneProduct	L-Cysteine	Kyat3	*		*	*	*		C00097_Kyat3	Enzyme	Solid			*				*	*
input	catalyst	C00051	Lancl1	R03522, R07002, R07003, R07004, R07023, R07024, R07025, R07026, R07069, R07070, R07083, R07084, R07091, R07092, R07093, R07094, R07100, R07113, R07116, R08280, R08511, R08512, R09409, R11905	Metabolite_GeneProduct	Glutathione	Lancl1	*	*	*	*	*	*	C00051_Lancl1	Enzyme	Solid	*		*	*				
input	catalyst	C00157	Lcat	R02114	Metabolite_GeneProduct	Phosphatidylcholine	Lcat	*		*	*	*		C00157_Lcat	Enzyme	Solid	*				*			
output	catalyst	C04230	Lcat	R02114	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphocholine	Lcat	*		*	*	*		C04230_Lcat	Enzyme	Solid						*		
input	catalyst	C00044	Lig1	R10823	Metabolite_GeneProduct	GTP	Lig1	*		*	*	*		C00044_Lig1	Enzyme	Solid	*	*						
output	catalyst	C00144	Lig1	R10823	Metabolite_GeneProduct	GMP	Lig1	*		*	*	*		C00144_Lig1	Enzyme	Solid	*	*					*	
output	catalyst	C00187	Lipa	R01462	Metabolite_GeneProduct	Cholesterol	Lipa		*	*	*		*	C00187_Lipa	Enzyme	Solid					*			
input	catalyst	C02530	Lipa	R01462	Metabolite_GeneProduct	Cholesterol ester	Lipa	*	*	*	*	*	*	C02530_Lipa	Enzyme	Solid					*			
input	catalyst	C00157	Lipc	R01309, R01314, R01316, R07860	Metabolite_GeneProduct	Phosphatidylcholine	Lipc	*	*	*	*	*	*	C00157_Lipc	Enzyme	Solid	*				*		*	
input	catalyst	C00350	Lipc	R02054	Metabolite_GeneProduct	Phosphatidylethanolamine	Lipc	*	*	*	*	*	*	C00350_Lipc	Enzyme	Solid					*		*	
input	catalyst	C00422	Lipc	R01369, R02250	Metabolite_GeneProduct	Triacylglycerol	Lipc	*	*	*	*	*	*	C00422_Lipc	Enzyme	Solid					*	*	*	
input	catalyst	C00641	Lipc	R02687, R02688	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Lipc	*	*	*	*	*	*	C00641_Lipc	Enzyme	Solid					*		*	*
input	catalyst	C00670	Lipc	R02744	Metabolite_GeneProduct	sn-Glycero-3-phosphocholine	Lipc	*	*	*	*	*	*	C00670_Lipc	Enzyme	Solid					*		*	
input	catalyst	C02737	Lipc	R04034	Metabolite_GeneProduct	Phosphatidylserine	Lipc	*	*	*	*	*	*	C02737_Lipc	Enzyme	Solid			*				*	*
input	catalyst	C04230	Lipc	R02746, R07291	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphocholine	Lipc	*	*	*	*	*	*	C04230_Lipc	Enzyme	Solid						*	*	
input	catalyst	C04438	Lipc	R03416	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphoethanolamine	Lipc	*	*	*	*	*	*	C04438_Lipc	Enzyme	Solid					*		*	
input	catalyst	C00157	Lipg	R01314, R01316, R07860	Metabolite_GeneProduct	Phosphatidylcholine	Lipg	*		*	*	*		C00157_Lipg	Enzyme	Solid	*				*			
input	catalyst	C00350	Lipg	R02054	Metabolite_GeneProduct	Phosphatidylethanolamine	Lipg	*		*	*	*		C00350_Lipg	Enzyme	Solid					*			
input	catalyst	C00422	Lipg	R01369, R02250	Metabolite_GeneProduct	Triacylglycerol	Lipg	*		*	*	*		C00422_Lipg	Enzyme	Solid					*	*		
input	catalyst	C00641	Lipg	R02687, R02688	Metabolite_GeneProduct	1,2-Diacyl-sn-glycerol	Lipg	*		*	*	*		C00641_Lipg	Enzyme	Solid					*		*	*
input	catalyst	C02737	Lipg	R04034	Metabolite_GeneProduct	Phosphatidylserine	Lipg	*		*	*	*		C02737_Lipg	Enzyme	Solid			*					*
input	catalyst	C00010	Lpcat1	R02241, R04480	Metabolite_GeneProduct	CoA	Lpcat1	*		*	*	*		C00010_Lpcat1	Enzyme	Solid				*				
output	catalyst	C00157	Lpcat1	R01318	Metabolite_GeneProduct	Phosphatidylcholine	Lpcat1	*		*	*	*		C00157_Lpcat1	Enzyme	Solid	*				*			
input	catalyst	C00350	Lpcat1	R04480	Metabolite_GeneProduct	Phosphatidylethanolamine	Lpcat1	*		*	*	*		C00350_Lpcat1	Enzyme	Solid					*			
input	catalyst	C04230	Lpcat1	R01318	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphocholine	Lpcat1	*		*	*	*		C04230_Lpcat1	Enzyme	Solid						*		
output	catalyst	C04438	Lpcat1	R04480	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphoethanolamine	Lpcat1	*		*	*	*		C04438_Lpcat1	Enzyme	Solid					*			
input	catalyst	C00010	Lpcat2	R02241, R04480	Metabolite_GeneProduct	CoA	Lpcat2	*		*	*	*		C00010_Lpcat2	Enzyme	Solid				*				
output	catalyst	C00157	Lpcat2	R01318	Metabolite_GeneProduct	Phosphatidylcholine	Lpcat2	*		*	*	*		C00157_Lpcat2	Enzyme	Solid	*				*			
input	catalyst	C00350	Lpcat2	R04480	Metabolite_GeneProduct	Phosphatidylethanolamine	Lpcat2	*		*	*	*		C00350_Lpcat2	Enzyme	Solid					*			
input	catalyst	C04230	Lpcat2	R01318	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphocholine	Lpcat2	*		*	*	*		C04230_Lpcat2	Enzyme	Solid						*		
output	catalyst	C04438	Lpcat2	R04480	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphoethanolamine	Lpcat2	*		*	*	*		C04438_Lpcat2	Enzyme	Solid					*			
input	catalyst	C00010	Lpcat3	R04480	Metabolite_GeneProduct	CoA	Lpcat3	*		*	*	*		C00010_Lpcat3	Enzyme	Solid				*				
output	catalyst	C00157	Lpcat3	R01318	Metabolite_GeneProduct	Phosphatidylcholine	Lpcat3	*		*	*	*		C00157_Lpcat3	Enzyme	Solid	*				*			
input	catalyst	C00350	Lpcat3	R04480	Metabolite_GeneProduct	Phosphatidylethanolamine	Lpcat3	*		*	*	*		C00350_Lpcat3	Enzyme	Solid					*			
input	catalyst	C04230	Lpcat3	R01318	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphocholine	Lpcat3	*		*	*	*		C04230_Lpcat3	Enzyme	Solid						*		
output	catalyst	C04438	Lpcat3	R04480	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphoethanolamine	Lpcat3	*		*	*	*		C04438_Lpcat3	Enzyme	Solid					*			
input	catalyst	C00157	Lpl	R01314, R01316, R07860	Metabolite_GeneProduct	Phosphatidylcholine	Lpl	*		*	*	*		C00157_Lpl	Enzyme	Solid	*				*			
input	catalyst	C00350	Lpl	R02054	Metabolite_GeneProduct	Phosphatidylethanolamine	Lpl	*		*	*	*		C00350_Lpl	Enzyme	Solid					*			
input	catalyst	C00422	Lpl	R01369	Metabolite_GeneProduct	Triacylglycerol	Lpl	*		*	*	*		C00422_Lpl	Enzyme	Solid					*	*		
input	catalyst	C02737	Lpl	R04034	Metabolite_GeneProduct	Phosphatidylserine	Lpl	*		*	*	*		C02737_Lpl	Enzyme	Solid			*					*
input	catalyst	C00157	Lrat	R04514, R08387	Metabolite_GeneProduct	Phosphatidylcholine	Lrat	*		*	*	*		C00157_Lrat	Enzyme	Solid	*				*			
input	catalyst	C00473	Lrat	R08387	Metabolite_GeneProduct	Retinol	Lrat	*		*	*	*		C00473_Lrat	Enzyme	Solid							*	*
input	catalyst	C00051	Ltc4s	R03059	Metabolite_GeneProduct	Glutathione	Ltc4s	*	*	*	*	*	*	C00051_Ltc4s	Enzyme	Solid			*	*			*	
output	catalyst	C00010	Lypla1	R01274	Metabolite_GeneProduct	CoA	Lypla1	*		*	*	*		C00010_Lypla1	Enzyme	Solid				*				
input	catalyst	C00157	Lypla1	R01309	Metabolite_GeneProduct	Phosphatidylcholine	Lypla1	*		*	*	*		C00157_Lypla1	Enzyme	Solid	*				*			
input	catalyst	C00670	Lypla1	R02744	Metabolite_GeneProduct	sn-Glycero-3-phosphocholine	Lypla1	*		*	*	*		C00670_Lypla1	Enzyme	Solid					*			
input	catalyst	C04230	Lypla1	R02746, R07291	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphocholine	Lypla1	*		*	*	*		C04230_Lypla1	Enzyme	Solid						*		
input	catalyst	C04438	Lypla1	R03416	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphoethanolamine	Lypla1	*		*	*	*		C04438_Lypla1	Enzyme	Solid					*			
output	catalyst	C00010	Lypla2	R01274	Metabolite_GeneProduct	CoA	Lypla2	*		*	*	*		C00010_Lypla2	Enzyme	Solid				*				
input	catalyst	C00157	Lypla2	R01309	Metabolite_GeneProduct	Phosphatidylcholine	Lypla2	*		*	*	*		C00157_Lypla2	Enzyme	Solid	*				*			
input	catalyst	C00670	Lypla2	R02744	Metabolite_GeneProduct	sn-Glycero-3-phosphocholine	Lypla2	*		*	*	*		C00670_Lypla2	Enzyme	Solid					*			
input	catalyst	C04230	Lypla2	R02746, R07291	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphocholine	Lypla2	*		*	*	*		C04230_Lypla2	Enzyme	Solid						*		
input	catalyst	C04438	Lypla2	R03416	Metabolite_GeneProduct	1-Acyl-sn-glycero-3-phosphoethanolamine	Lypla2	*		*	*	*		C04438_Lypla2	Enzyme	Solid					*			
input	catalyst	C00010	Mboat1	R02241	Metabolite_GeneProduct	CoA	Mboat1	*		*	*	*		C00010_Mboat1	Enzyme	Solid				*				
output	catalyst	C00025	Nadsyn1	R00257	Metabolite_GeneProduct	L-Glutamate	Nadsyn1	*		*	*	*		C00025_Nadsyn1	Enzyme	Solid					*			
input	catalyst	C00064	Nadsyn1	R00257	Metabolite_GeneProduct	L-Glutamine	Nadsyn1	*		*	*	*		C00064_Nadsyn1	Enzyme	Solid			*	*	*			
output	catalyst	C00010	Nat8f1	R04950	Metabolite_GeneProduct	CoA	Nat8f1	*	*	*	*	*	*	C00010_Nat8f1	Enzyme	Solid			*	*				
input	catalyst	C00024	Nat8f1	R04950	Metabolite_GeneProduct	Acetyl-CoA	Nat8f1		*	*	*		*	C00024_Nat8f1	Enzyme	Solid			*					
input	catalyst	C02686	Neu1	R04018	Metabolite_GeneProduct	Galactosylceramide	Neu1	*	*	*	*	*	*	C02686_Neu1	Enzyme	Solid	*							
output	catalyst	C00041	Nfs1	R07460, R11528	Metabolite_GeneProduct	L-Alanine	Nfs1		*	*	*		*	C00041_Nfs1	Enzyme	Solid	*							
input	catalyst	C00097	Nfs1	R07460, R11528	Metabolite_GeneProduct	L-Cysteine	Nfs1	*	*	*	*	*	*	C00097_Nfs1	Enzyme	Solid	*		*				*	*
output	catalyst	C00044	Nme1	R00330	Metabolite_GeneProduct	GTP	Nme1	*		*	*	*		C00044_Nme1	Enzyme	Solid	*	*						
output	catalyst	C00063	Nme1	R00570	Metabolite_GeneProduct	CTP	Nme1	*		*	*	*		C00063_Nme1	Enzyme	Solid	*							
output	catalyst	C00075	Nme1	R00156	Metabolite_GeneProduct	UTP	Nme1	*		*	*	*		C00075_Nme1	Enzyme	Solid	*	*				*	*	*
output	catalyst	C00044	Nme2	R00330	Metabolite_GeneProduct	GTP	Nme2	*		*	*	*		C00044_Nme2	Enzyme	Solid	*	*						
output	catalyst	C00063	Nme2	R00570	Metabolite_GeneProduct	CTP	Nme2	*		*	*	*		C00063_Nme2	Enzyme	Solid	*							
output	catalyst	C00075	Nme2	R00156	Metabolite_GeneProduct	UTP	Nme2	*		*	*	*		C00075_Nme2	Enzyme	Solid	*	*				*	*	*
output	catalyst	C00044	Nme6	R00330	Metabolite_GeneProduct	GTP	Nme6	*		*	*	*		C00044_Nme6	Enzyme	Solid	*	*						
output	catalyst	C00063	Nme6	R00570	Metabolite_GeneProduct	CTP	Nme6	*		*	*	*		C00063_Nme6	Enzyme	Solid	*							
output	catalyst	C00075	Nme6	R00156	Metabolite_GeneProduct	UTP	Nme6	*		*	*	*		C00075_Nme6	Enzyme	Solid	*	*				*	*	*
output	catalyst	C00044	Nme7	R00330	Metabolite_GeneProduct	GTP	Nme7	*		*	*	*		C00044_Nme7	Enzyme	Solid	*	*						
output	catalyst	C00063	Nme7	R00570	Metabolite_GeneProduct	CTP	Nme7	*		*	*	*		C00063_Nme7	Enzyme	Solid	*							
output	catalyst	C00075	Nme7	R00156	Metabolite_GeneProduct	UTP	Nme7	*		*	*	*		C00075_Nme7	Enzyme	Solid	*	*				*	*	*
input	catalyst	C00044	Npr2	R00434	Metabolite_GeneProduct	GTP	Npr2	*	*	*	*	*	*	C00044_Npr2	Enzyme	Solid	*	*						*
input	catalyst	C00144	Nt5c	R01227	Metabolite_GeneProduct	GMP	Nt5c	*		*	*	*		C00144_Nt5c	Enzyme	Solid	*	*					*	
output	catalyst	C00387	Nt5c	R01227	Metabolite_GeneProduct	Guanosine	Nt5c	*		*	*	*		C00387_Nt5c	Enzyme	Solid						*		
input	catalyst	C00144	Nt5c2	R01227	Metabolite_GeneProduct	GMP	Nt5c2	*		*	*	*		C00144_Nt5c2	Enzyme	Solid	*	*					*	
output	catalyst	C00387	Nt5c2	R01227	Metabolite_GeneProduct	Guanosine	Nt5c2	*		*	*	*		C00387_Nt5c2	Enzyme	Solid						*		
input	catalyst	C00144	Nt5c3b	R01227	Metabolite_GeneProduct	GMP	Nt5c3b	*		*	*	*		C00144_Nt5c3b	Enzyme	Solid	*	*					*	
output	catalyst	C00387	Nt5c3b	R01227	Metabolite_GeneProduct	Guanosine	Nt5c3b	*		*	*	*		C00387_Nt5c3b	Enzyme	Solid						*		
input	catalyst	C00144	Nt5e	R01227	Metabolite_GeneProduct	GMP	Nt5e	*		*	*	*		C00144_Nt5e	Enzyme	Solid	*	*					*	
output	catalyst	C00387	Nt5e	R01227	Metabolite_GeneProduct	Guanosine	Nt5e	*		*	*	*		C00387_Nt5e	Enzyme	Solid						*		
input	catalyst	C00144	Nt5m	R01227	Metabolite_GeneProduct	GMP	Nt5m	*		*	*	*		C00144_Nt5m	Enzyme	Solid	*	*					*	
output	catalyst	C00387	Nt5m	R01227	Metabolite_GeneProduct	Guanosine	Nt5m	*		*	*	*		C00387_Nt5m	Enzyme	Solid						*		
output	catalyst	C00044	Nudt2	R01232	Metabolite_GeneProduct	GTP	Nudt2	*		*	*	*		C00044_Nudt2	Enzyme	Solid	*	*						
output	catalyst	C00075	Nudt2	R00969	Metabolite_GeneProduct	UTP	Nudt2	*		*	*	*		C00075_Nudt2	Enzyme	Solid	*	*				*	*	*
output	catalyst	C00144	Nudt2	R01232	Metabolite_GeneProduct	GMP	Nudt2	*		*	*	*		C00144_Nudt2	Enzyme	Solid	*	*					*	
input	catalyst	C00117	Nudt5	R11553	Metabolite_GeneProduct	D-Ribose 5-phosphate	Nudt5	*		*	*	*		C00117_Nudt5	Enzyme	Solid	*							
output	catalyst	C00042	P4ha1	R01252, R03219	Metabolite_GeneProduct	Succinate	P4ha1	*		*	*	*		C00042_P4ha1	Enzyme	Solid							*	
output	catalyst	C01157	P4ha1	R01252	Metabolite_GeneProduct	Hydroxyproline	P4ha1	*		*	*	*		C01157_P4ha1	Enzyme	Solid							*	*
output	catalyst	C00042	P4ha3	R01252, R03219	Metabolite_GeneProduct	Succinate	P4ha3	*		*	*	*		C00042_P4ha3	Enzyme	Solid							*	
output	catalyst	C01157	P4ha3	R01252	Metabolite_GeneProduct	Hydroxyproline	P4ha3	*		*	*	*		C01157_P4ha3	Enzyme	Solid							*	*
input	catalyst	C00002	Paics	R04591	Metabolite_GeneProduct	ATP	Paics		*	*	*		*	C00002_Paics	Enzyme	Solid						*		
output	catalyst	C00008	Paics	R04591	Metabolite_GeneProduct	ADP	Paics		*	*	*		*	C00008_Paics	Enzyme	Solid						*		
input	catalyst	C00049	Paics	R04591	Metabolite_GeneProduct	L-Aspartate	Paics	*	*	*	*	*	*	C00049_Paics	Enzyme	Solid	*				*	*		
input	catalyst	C00063	Pcyt2	R02038, R04247	Metabolite_GeneProduct	CTP	Pcyt2	*	*	*	*	*	*	C00063_Pcyt2	Enzyme	Solid	*							
input	catalyst	C00346	Pcyt2	R02038	Metabolite_GeneProduct	Ethanolamine phosphate	Pcyt2		*	*	*		*	C00346_Pcyt2	Enzyme	Solid	*							
output	catalyst	C00157	Pemt	R01320	Metabolite_GeneProduct	Phosphatidylcholine	Pemt	*		*	*	*		C00157_Pemt	Enzyme	Solid	*				*			
input	catalyst	C00350	Pemt	R02056	Metabolite_GeneProduct	Phosphatidylethanolamine	Pemt	*		*	*	*		C00350_Pemt	Enzyme	Solid					*			
input	catalyst	C00085	Pfkfb1	R13202	Metabolite_GeneProduct	D-Fructose 6-phosphate	Pfkfb1	*		*	*	*		C00085_Pfkfb1	Enzyme	Solid	*							
input	catalyst	C00085	Pfkfb2	R13202	Metabolite_GeneProduct	D-Fructose 6-phosphate	Pfkfb2	*		*	*	*		C00085_Pfkfb2	Enzyme	Solid	*							
input	catalyst	C00085	Pfkfb3	R13202	Metabolite_GeneProduct	D-Fructose 6-phosphate	Pfkfb3	*		*	*	*		C00085_Pfkfb3	Enzyme	Solid	*							
