metabolite_accession	MetaboliteName	chemical_formula	protein_accession	ProteinName	UniProt	protein_type	GeneName
HMDB0014862	Imiquimod	C14H16N4	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014862	Imiquimod	C14H16N4	HMDBP01560	Cytochrome P450 1A2	P05177	Unknown	Cyp1a2
HMDB0014864	Trimipramine	C20H26N2	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014864	Trimipramine	C20H26N2	HMDBP01548	Cytochrome P450 2D6	P10635	Unknown	Cyp2d5
HMDB0014864	Trimipramine	C20H26N2	HMDBP01602	Alpha-2B adrenergic receptor	P18089	Enzyme	Adra2b
HMDB0014864	Trimipramine	C20H26N2	HMDBP01737	D(2) dopamine receptor	P14416	Enzyme	Drd2
HMDB0014864	Trimipramine	C20H26N2	HMDBP02101	Multidrug resistance protein 1	P08183	Transporter	Abcb1a
HMDB0014864	Trimipramine	C20H26N2	HMDBP02154	Sodium-dependent noradrenaline transporter	P23975	Transporter	Slc6a2
HMDB0014864	Trimipramine	C20H26N2	HMDBP02165	Sodium-dependent serotonin transporter	P31645	Transporter	Slc6a4
HMDB0014864	Trimipramine	C20H26N2	HMDBP02547	Sodium-dependent dopamine transporter	Q01959	Unknown	Slc6a3
HMDB0014864	Trimipramine	C20H26N2	HMDBP02658	5-hydroxytryptamine receptor 2A	P28223	Unknown	Htr2a
HMDB0014864	Trimipramine	C20H26N2	HMDBP02823	Histamine H1 receptor	P35367	Enzyme	Hrh1
HMDB0014864	Trimipramine	C20H26N2	HMDBP07433	Alpha-1A adrenergic receptor	P35348	Unknown	Adra1a
HMDB0014864	Trimipramine	C20H26N2	HMDBP07434	Alpha-1B adrenergic receptor	P35368	Unknown	Adra1b
HMDB0014864	Trimipramine	C20H26N2	HMDBP10808	D(1A) dopamine receptor	P21728	Unknown	Drd1
HMDB0014865	Nitroglycerin	C3H5N3O9	HMDBP00295	Aldehyde dehydrogenase, mitochondrial	P05091	Unknown	Aldh2
HMDB0014865	Nitroglycerin	C3H5N3O9	HMDBP01069	Atrial natriuretic peptide receptor 1	P16066	Unknown	Npr1
HMDB0014866	Rocuronium	C32H53N2O4	HMDBP02574	Solute carrier family 22 member 1	O15245	Transporter	Slc22a1
HMDB0014866	Rocuronium	C32H53N2O4	HMDBP02683	Solute carrier organic anion transporter family member 1A2	P46721	Transporter	Slco1a5
HMDB0014866	Rocuronium	C32H53N2O4	HMDBP02917	5-hydroxytryptamine receptor 3A	P46098	Enzyme	Htr3a
HMDB0014866	Rocuronium	C32H53N2O4	HMDBP10810	Muscarinic acetylcholine receptor M2	P08172	Unknown	Chrm2
HMDB0014866	Rocuronium	C32H53N2O4	HMDBP10856	Neuronal acetylcholine receptor subunit alpha-2	Q15822	Unknown	Chrna2
HMDB0014868	Thiabendazole	C10H7N3S	HMDBP01555	Cytochrome P450 1A1	P04798	Unknown	Cyp1a1
HMDB0014868	Thiabendazole	C10H7N3S	HMDBP01560	Cytochrome P450 1A2	P05177	Unknown	Cyp1a2
HMDB0014869	Nateglinide	C19H27NO3	HMDBP00976	Prostaglandin G/H synthase 1	P23219	Unknown	Ptgs1
HMDB0014869	Nateglinide	C19H27NO3	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014869	Nateglinide	C19H27NO3	HMDBP01111	Monocarboxylate transporter 1	P53985	Transporter	Slc16a1
HMDB0014869	Nateglinide	C19H27NO3	HMDBP01548	Cytochrome P450 2D6	P10635	Unknown	Cyp2d5
HMDB0014869	Nateglinide	C19H27NO3	HMDBP01554	Cytochrome P450 3A5	P20815	Unknown	Cyp3a73
HMDB0014869	Nateglinide	C19H27NO3	HMDBP01557	Cytochrome P450 3A7	P24462	Unknown	Cyp3a73
HMDB0014869	Nateglinide	C19H27NO3	HMDBP02173	Peroxisome proliferator-activated receptor gamma	P37231	Enzyme	Pparg
HMDB0014869	Nateglinide	C19H27NO3	HMDBP02749	Solute carrier family 15 member 1	P46059	Transporter	Slc15a1
HMDB0014869	Nateglinide	C19H27NO3	HMDBP02916	Solute carrier family 15 member 2	Q16348	Transporter	Slc15a2
HMDB0014869	Nateglinide	C19H27NO3	HMDBP03952	Multidrug resistance-associated protein 4	O15439	Transporter	Abcc4
HMDB0014869	Nateglinide	C19H27NO3	HMDBP07986	Solute carrier family 22 member 6	Q4U2R8	Transporter	Slc22a6
HMDB0014869	Nateglinide	C19H27NO3	HMDBP10762	ATP-binding cassette sub-family C member 8	Q09428	Unknown	Abcc8
HMDB0014870	Atracurium	C53H72N2O12	HMDBP10856	Neuronal acetylcholine receptor subunit alpha-2	Q15822	Unknown	Chrna2
HMDB0014871	Pralidoxime	C7H9N2O	HMDBP00524	Acetylcholinesterase	P22303	Enzyme	Ache
HMDB0014871	Pralidoxime	C7H9N2O	HMDBP00525	Cholinesterase	P06276	Enzyme	Bche
HMDB0014873	Naftifine	C21H21N	HMDBP00153	Squalene monooxygenase	Q14534	Unknown	Sqle
HMDB0014875	Meclizine	C25H27ClN2	HMDBP01560	Cytochrome P450 1A2	P05177	Unknown	Cyp1a2
HMDB0014875	Meclizine	C25H27ClN2	HMDBP02823	Histamine H1 receptor	P35367	Enzyme	Hrh1
HMDB0014876	Pentamidine	C19H24N4O2	HMDBP00401	Cytochrome P450 4A11	Q02928	Unknown	Cyp4a3
HMDB0014876	Pentamidine	C19H24N4O2	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014876	Pentamidine	C19H24N4O2	HMDBP01548	Cytochrome P450 2D6	P10635	Unknown	Cyp2d5
HMDB0014876	Pentamidine	C19H24N4O2	HMDBP01554	Cytochrome P450 3A5	P20815	Unknown	Cyp3a73
HMDB0014876	Pentamidine	C19H24N4O2	HMDBP01555	Cytochrome P450 1A1	P04798	Unknown	Cyp1a1
HMDB0014876	Pentamidine	C19H24N4O2	HMDBP01560	Cytochrome P450 1A2	P05177	Unknown	Cyp1a2
HMDB0014876	Pentamidine	C19H24N4O2	HMDBP03048	tRNA (cytosine(38)-C(5))-methyltransferase	O14717	Unknown	Trdmt1
HMDB0014878	Riluzole	C8H5F3N2OS	HMDBP01555	Cytochrome P450 1A1	P04798	Unknown	Cyp1a1
HMDB0014878	Riluzole	C8H5F3N2OS	HMDBP01560	Cytochrome P450 1A2	P05177	Unknown	Cyp1a2
HMDB0014878	Riluzole	C8H5F3N2OS	HMDBP02257	ATP-binding cassette sub-family G member 2	Q9UNQ0	Transporter	Abcg3l4
HMDB0014878	Riluzole	C8H5F3N2OS	HMDBP02956	Cystine/glutamate transporter	Q9UPY5	Unknown	Slc7a11
HMDB0014878	Riluzole	C8H5F3N2OS	HMDBP09086	Sodium channel protein type 5 subunit alpha	Q14524	Unknown	Scn5a
HMDB0014883	Modafinil	C15H15NO2S	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014883	Modafinil	C15H15NO2S	HMDBP01554	Cytochrome P450 3A5	P20815	Unknown	Cyp3a73
HMDB0014883	Modafinil	C15H15NO2S	HMDBP01560	Cytochrome P450 1A2	P05177	Unknown	Cyp1a2
HMDB0014883	Modafinil	C15H15NO2S	HMDBP02547	Sodium-dependent dopamine transporter	Q01959	Unknown	Slc6a3
HMDB0014883	Modafinil	C15H15NO2S	HMDBP07434	Alpha-1B adrenergic receptor	P35368	Unknown	Adra1b
HMDB0014884	Deferoxamine	C25H48N6O8	HMDBP00181	Xanthine dehydrogenase/oxidase	P47989	Unknown	Xdh
HMDB0014886	Carbinoxamine	C16H19ClN2O	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014886	Carbinoxamine	C16H19ClN2O	HMDBP01544	Cytochrome P450 2E1	P05181	Unknown	Cyp2e1
HMDB0014886	Carbinoxamine	C16H19ClN2O	HMDBP01548	Cytochrome P450 2D6	P10635	Unknown	Cyp2d5
HMDB0014886	Carbinoxamine	C16H19ClN2O	HMDBP02823	Histamine H1 receptor	P35367	Enzyme	Hrh1
HMDB0014888	Prilocaine	C13H20N2O	HMDBP09086	Sodium channel protein type 5 subunit alpha	Q14524	Unknown	Scn5a
HMDB0014889	Epinastine	C16H15N3	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014889	Epinastine	C16H15N3	HMDBP01548	Cytochrome P450 2D6	P10635	Unknown	Cyp2d5
HMDB0014889	Epinastine	C16H15N3	HMDBP01601	Alpha-2A adrenergic receptor	P08913	Enzyme	Adra2a
HMDB0014889	Epinastine	C16H15N3	HMDBP02101	Multidrug resistance protein 1	P08183	Transporter	Abcb1a
HMDB0014889	Epinastine	C16H15N3	HMDBP02157	Histamine H2 receptor	P25021	Enzyme	Hrh2
HMDB0014889	Epinastine	C16H15N3	HMDBP02268	5-hydroxytryptamine receptor 7	P34969	Enzyme	Htr7
HMDB0014889	Epinastine	C16H15N3	HMDBP02658	5-hydroxytryptamine receptor 2A	P28223	Unknown	Htr2a
HMDB0014889	Epinastine	C16H15N3	HMDBP02823	Histamine H1 receptor	P35367	Enzyme	Hrh1
HMDB0014889	Epinastine	C16H15N3	HMDBP07433	Alpha-1A adrenergic receptor	P35348	Unknown	Adra1a
HMDB0014890	Tranylcypromine	C9H11N	HMDBP00161	Amine oxidase [flavin-containing] B	P27338	Unknown	Maob
HMDB0014890	Tranylcypromine	C9H11N	HMDBP00169	Amine oxidase [flavin-containing] A	P21397	Unknown	Maoa
HMDB0014890	Tranylcypromine	C9H11N	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014890	Tranylcypromine	C9H11N	HMDBP01544	Cytochrome P450 2E1	P05181	Unknown	Cyp2e1
HMDB0014890	Tranylcypromine	C9H11N	HMDBP01548	Cytochrome P450 2D6	P10635	Unknown	Cyp2d5
HMDB0014890	Tranylcypromine	C9H11N	HMDBP01560	Cytochrome P450 1A2	P05177	Unknown	Cyp1a2
HMDB0014890	Tranylcypromine	C9H11N	HMDBP01567	Cytochrome P450 2A6	P11509	Unknown	Cyp2a3
HMDB0014891	Isoflurane	C3H2ClF5O	HMDBP00117	NADH-ubiquinone oxidoreductase chain 1	P03886	Unknown	Mt-nd1
HMDB0014891	Isoflurane	C3H2ClF5O	HMDBP01395	Calcium-transporting ATPase type 2C member 1	P98194	Unknown	Atp2c1
HMDB0014891	Isoflurane	C3H2ClF5O	HMDBP01544	Cytochrome P450 2E1	P05181	Unknown	Cyp2e1
HMDB0014891	Isoflurane	C3H2ClF5O	HMDBP01777	Calmodulin	P62158	Unknown	Calm2
HMDB0014891	Isoflurane	C3H2ClF5O	HMDBP02795	Glutamate receptor 1	P42261	Enzyme	Gria1
HMDB0014891	Isoflurane	C3H2ClF5O	HMDBP08198	Gamma-aminobutyric acid receptor subunit alpha-1	P14867	Unknown	Gabra1
HMDB0014891	Isoflurane	C3H2ClF5O	HMDBP08216	Glycine receptor subunit alpha-1	P23415	Unknown	Glra1
HMDB0014891	Isoflurane	C3H2ClF5O	HMDBP10840	Potassium voltage-gated channel subfamily A member 1	Q09470	Unknown	Kcna1
HMDB0014892	Ethotoin	C11H12N2O2	HMDBP09086	Sodium channel protein type 5 subunit alpha	Q14524	Unknown	Scn5a
HMDB0014894	Hexachlorophene	C13H6Cl6O2	HMDBP00694	Glutamate dehydrogenase 1, mitochondrial	P00367	Unknown	Glud1
HMDB0014895	Dolasetron	C19H20N2O3	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014895	Dolasetron	C19H20N2O3	HMDBP01548	Cytochrome P450 2D6	P10635	Unknown	Cyp2d5
HMDB0014895	Dolasetron	C19H20N2O3	HMDBP02917	5-hydroxytryptamine receptor 3A	P46098	Enzyme	Htr3a
HMDB0014897	Tetracycline	C22H24N2O8	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014897	Tetracycline	C22H24N2O8	HMDBP02352	Major prion protein	P04156	Enzyme	Prnp
HMDB0014897	Tetracycline	C22H24N2O8	HMDBP07986	Solute carrier family 22 member 6	Q4U2R8	Transporter	Slc22a6
HMDB0014897	Tetracycline	C22H24N2O8	HMDBP09068	Solute carrier family 22 member 7	Q9Y694	Transporter	Slc22a7
HMDB0014900	Irinotecan	C33H38N4O6	HMDBP00454	Solute carrier organic anion transporter family member 1B1	Q9Y6L6	Transporter	Slco1b2
HMDB0014900	Irinotecan	C33H38N4O6	HMDBP00483	UDP-glucuronosyltransferase 1-1	P22309	Enzyme	Ugt1a5
HMDB0014900	Irinotecan	C33H38N4O6	HMDBP00497	Liver carboxylesterase 1	P23141	Enzyme	Cesl1
HMDB0014900	Irinotecan	C33H38N4O6	HMDBP00498	Cocaine esterase	O00748	Enzyme	Ces2e
HMDB0014900	Irinotecan	C33H38N4O6	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014900	Irinotecan	C33H38N4O6	HMDBP01554	Cytochrome P450 3A5	P20815	Unknown	Cyp3a73
HMDB0014900	Irinotecan	C33H38N4O6	HMDBP01557	Cytochrome P450 3A7	P24462	Unknown	Cyp3a73
HMDB0014900	Irinotecan	C33H38N4O6	HMDBP01858	Multidrug resistance-associated protein 1	P33527	Transporter	Abcc1
HMDB0014900	Irinotecan	C33H38N4O6	HMDBP02257	ATP-binding cassette sub-family G member 2	Q9UNQ0	Transporter	Abcg3l4
HMDB0014900	Irinotecan	C33H38N4O6	HMDBP04309	Solute carrier family 22 member 3	O75751	Transporter	Slc22a3
HMDB0014900	Irinotecan	C33H38N4O6	HMDBP08065	DNA topoisomerase I, mitochondrial	Q969P6	Unknown	Top1mt
HMDB0014901	Methimazole	C4H6N2S	HMDBP00276	Thyroid peroxidase	P07202	Unknown	Tpo
HMDB0014901	Methimazole	C4H6N2S	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014901	Methimazole	C4H6N2S	HMDBP01544	Cytochrome P450 2E1	P05181	Unknown	Cyp2e1
HMDB0014901	Methimazole	C4H6N2S	HMDBP01548	Cytochrome P450 2D6	P10635	Unknown	Cyp2d5
HMDB0014901	Methimazole	C4H6N2S	HMDBP01560	Cytochrome P450 1A2	P05177	Unknown	Cyp1a2
HMDB0014901	Methimazole	C4H6N2S	HMDBP01567	Cytochrome P450 2A6	P11509	Unknown	Cyp2a3
HMDB0014903	Metyrosine	C10H13NO3	HMDBP00273	Tyrosine 3-monooxygenase	P07101	Enzyme	Th
HMDB0014905	Benzquinamide	C22H32N2O5	HMDBP02823	Histamine H1 receptor	P35367	Enzyme	Hrh1
HMDB0014905	Benzquinamide	C22H32N2O5	HMDBP10807	Muscarinic acetylcholine receptor M3	P20309	Unknown	Chrm3
HMDB0014905	Benzquinamide	C22H32N2O5	HMDBP10809	Muscarinic acetylcholine receptor M1	P11229	Unknown	Chrm1
HMDB0014905	Benzquinamide	C22H32N2O5	HMDBP10810	Muscarinic acetylcholine receptor M2	P08172	Unknown	Chrm2
HMDB0014905	Benzquinamide	C22H32N2O5	HMDBP10811	Muscarinic acetylcholine receptor M4	P08173	Unknown	Chrm4
HMDB0014905	Benzquinamide	C22H32N2O5	HMDBP10812	Muscarinic acetylcholine receptor M5	P08912	Unknown	Chrm5
HMDB0014906	Olopatadine	C21H23NO3	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014906	Olopatadine	C21H23NO3	HMDBP02823	Histamine H1 receptor	P35367	Enzyme	Hrh1
HMDB0014906	Olopatadine	C21H23NO3	HMDBP07977	Protein S100-B	P04271	Unknown	S100b
HMDB0014906	Olopatadine	C21H23NO3	HMDBP07980	Protein S100-A1	P23297	Unknown	S100a1
HMDB0014907	Hydrocortamate	C27H41NO6	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014909	Clidinium	C22H26NO3	HMDBP10809	Muscarinic acetylcholine receptor M1	P11229	Unknown	Chrm1
HMDB0014910	Malathion	C10H19O6PS2	HMDBP00525	Cholinesterase	P06276	Enzyme	Bche
HMDB0014910	Malathion	C10H19O6PS2	HMDBP01560	Cytochrome P450 1A2	P05177	Unknown	Cyp1a2
HMDB0014911	Etoposide	C29H32O13	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014911	Etoposide	C29H32O13	HMDBP01544	Cytochrome P450 2E1	P05181	Unknown	Cyp2e1
HMDB0014911	Etoposide	C29H32O13	HMDBP01554	Cytochrome P450 3A5	P20815	Unknown	Cyp3a73
HMDB0014911	Etoposide	C29H32O13	HMDBP01560	Cytochrome P450 1A2	P05177	Unknown	Cyp1a2
HMDB0014911	Etoposide	C29H32O13	HMDBP01658	Canalicular multispecific organic anion transporter 1	Q92887	Transporter	Abcc2
HMDB0014911	Etoposide	C29H32O13	HMDBP01858	Multidrug resistance-associated protein 1	P33527	Transporter	Abcc1
HMDB0014911	Etoposide	C29H32O13	HMDBP01859	Multidrug resistance-associated protein 6	O95255	Transporter	Abcc6
HMDB0014911	Etoposide	C29H32O13	HMDBP02040	Canalicular multispecific organic anion transporter 2	O15438	Transporter	Abcc3
HMDB0014911	Etoposide	C29H32O13	HMDBP02101	Multidrug resistance protein 1	P08183	Transporter	Abcb1a
HMDB0014911	Etoposide	C29H32O13	HMDBP02257	ATP-binding cassette sub-family G member 2	Q9UNQ0	Transporter	Abcg3l4
HMDB0014911	Etoposide	C29H32O13	HMDBP10697	DNA topoisomerase 2-alpha	P11388	Enzyme	Top2a
HMDB0014912	Hydroflumethiazide	C8H8F3N3O4S2	HMDBP01387	Sodium/potassium-transporting ATPase subunit alpha-1	P05023	Unknown	Atp1a1
HMDB0014912	Hydroflumethiazide	C8H8F3N3O4S2	HMDBP01738	Calcium-activated potassium channel subunit alpha-1	Q12791	Unknown	Kcnma1
HMDB0014912	Hydroflumethiazide	C8H8F3N3O4S2	HMDBP02057	Carbonic anhydrase 1	P00915	Unknown	Car1
HMDB0014912	Hydroflumethiazide	C8H8F3N3O4S2	HMDBP02058	Carbonic anhydrase 2	P00918	Unknown	Car2
HMDB0014912	Hydroflumethiazide	C8H8F3N3O4S2	HMDBP03028	Solute carrier family 12 member 1	Q13621	Transporter	Slc12a1
HMDB0014912	Hydroflumethiazide	C8H8F3N3O4S2	HMDBP03077	Carbonic anhydrase 12	O43570	Unknown	Car12
HMDB0014912	Hydroflumethiazide	C8H8F3N3O4S2	HMDBP03137	Carbonic anhydrase 4	P22748	Unknown	Car4
HMDB0014912	Hydroflumethiazide	C8H8F3N3O4S2	HMDBP03173	Carbonic anhydrase 9	Q16790	Unknown	Car9
HMDB0014913	Tirofiban	C22H36N2O5S	HMDBP02103	Integrin alpha-IIb	P08514	Enzyme	Itga2b
HMDB0014914	Oxcarbazepine	C15H12N2O2	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014914	Oxcarbazepine	C15H12N2O2	HMDBP01554	Cytochrome P450 3A5	P20815	Unknown	Cyp3a73
HMDB0014914	Oxcarbazepine	C15H12N2O2	HMDBP09086	Sodium channel protein type 5 subunit alpha	Q14524	Unknown	Scn5a
HMDB0014915	Propiomazine	C20H24N2OS	HMDBP01737	D(2) dopamine receptor	P14416	Enzyme	Drd2
HMDB0014915	Propiomazine	C20H24N2OS	HMDBP02531	D(4) dopamine receptor	P21917	Enzyme	Drd4
HMDB0014915	Propiomazine	C20H24N2OS	HMDBP02658	5-hydroxytryptamine receptor 2A	P28223	Unknown	Htr2a
HMDB0014915	Propiomazine	C20H24N2OS	HMDBP02823	Histamine H1 receptor	P35367	Enzyme	Hrh1
HMDB0014915	Propiomazine	C20H24N2OS	HMDBP07433	Alpha-1A adrenergic receptor	P35348	Unknown	Adra1a
HMDB0014915	Propiomazine	C20H24N2OS	HMDBP07434	Alpha-1B adrenergic receptor	P35368	Unknown	Adra1b
HMDB0014915	Propiomazine	C20H24N2OS	HMDBP07435	Alpha-1D adrenergic receptor	P25100	Unknown	Adra1d
HMDB0014915	Propiomazine	C20H24N2OS	HMDBP10807	Muscarinic acetylcholine receptor M3	P20309	Unknown	Chrm3
HMDB0014915	Propiomazine	C20H24N2OS	HMDBP10808	D(1A) dopamine receptor	P21728	Unknown	Drd1
HMDB0014915	Propiomazine	C20H24N2OS	HMDBP10809	Muscarinic acetylcholine receptor M1	P11229	Unknown	Chrm1
HMDB0014915	Propiomazine	C20H24N2OS	HMDBP10810	Muscarinic acetylcholine receptor M2	P08172	Unknown	Chrm2
HMDB0014915	Propiomazine	C20H24N2OS	HMDBP10811	Muscarinic acetylcholine receptor M4	P08173	Unknown	Chrm4
HMDB0014915	Propiomazine	C20H24N2OS	HMDBP10812	Muscarinic acetylcholine receptor M5	P08912	Unknown	Chrm5
HMDB0014916	Roxithromycin	C41H76N2O15	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014916	Roxithromycin	C41H76N2O15	HMDBP01560	Cytochrome P450 1A2	P05177	Unknown	Cyp1a2
HMDB0014916	Roxithromycin	C41H76N2O15	HMDBP02101	Multidrug resistance protein 1	P08183	Transporter	Abcb1a
HMDB0014917	Nalidixic Acid	C12H12N2O3	HMDBP05537	Tryptophan 2,3-dioxygenase	P48775	Unknown	Tdo2
HMDB0014917	Nalidixic Acid	C12H12N2O3	HMDBP07986	Solute carrier family 22 member 6	Q4U2R8	Transporter	Slc22a6
HMDB0014918	Phenelzine	C8H12N2	HMDBP00161	Amine oxidase [flavin-containing] B	P27338	Unknown	Maob
HMDB0014918	Phenelzine	C8H12N2	HMDBP00169	Amine oxidase [flavin-containing] A	P21397	Unknown	Maoa
HMDB0014918	Phenelzine	C8H12N2	HMDBP00248	4-aminobutyrate aminotransferase, mitochondrial	P80404	Enzyme	Abat
HMDB0014918	Phenelzine	C8H12N2	HMDBP00393	Membrane primary amine oxidase	Q16853	Unknown	G6pc1
HMDB0014918	Phenelzine	C8H12N2	HMDBP00850	Alanine aminotransferase 1	P24298	Enzyme	Gpt
HMDB0014918	Phenelzine	C8H12N2	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014918	Phenelzine	C8H12N2	HMDBP01544	Cytochrome P450 2E1	P05181	Unknown	Cyp2e1
HMDB0014918	Phenelzine	C8H12N2	HMDBP01546	Cytochrome P450 3A43	Q9HB55	Unknown	Cyp3a73
HMDB0014918	Phenelzine	C8H12N2	HMDBP01554	Cytochrome P450 3A5	P20815	Unknown	Cyp3a73
HMDB0014918	Phenelzine	C8H12N2	HMDBP01557	Cytochrome P450 3A7	P24462	Unknown	Cyp3a73
HMDB0014918	Phenelzine	C8H12N2	HMDBP03670	Alanine aminotransferase 2	Q8TD30	Enzyme	Gpt2
HMDB0014920	Propantheline	C23H30NO3	HMDBP10809	Muscarinic acetylcholine receptor M1	P11229	Unknown	Chrm1
HMDB0014922	Mefenamic acid	C15H15NO2	HMDBP00975	Prostaglandin G/H synthase 2	P35354	Unknown	Ptgs2
HMDB0014922	Mefenamic acid	C15H15NO2	HMDBP00976	Prostaglandin G/H synthase 1	P23219	Unknown	Ptgs1
HMDB0014924	Marimastat	C15H29N3O5	HMDBP02128	Matrix metalloproteinase-9	P14780	Unknown	Mmp9
HMDB0014924	Marimastat	C15H29N3O5	HMDBP02183	Collagenase 3	P45452	Unknown	Mmp13
HMDB0014924	Marimastat	C15H29N3O5	HMDBP02457	Interstitial collagenase	P03956	Unknown	Mmp1
HMDB0014924	Marimastat	C15H29N3O5	HMDBP02592	Stromelysin-1	P08254	Unknown	Mmp3
HMDB0014924	Marimastat	C15H29N3O5	HMDBP02615	Matrix metalloproteinase-20	O60882	Unknown	Mmp20
HMDB0014924	Marimastat	C15H29N3O5	HMDBP02804	72 kDa type IV collagenase	P08253	Unknown	Mmp2
HMDB0014924	Marimastat	C15H29N3O5	HMDBP02912	Matrix metalloproteinase-14	P50281	Unknown	Mmp14
HMDB0014924	Marimastat	C15H29N3O5	HMDBP02928	Matrilysin	P09237	Unknown	Mmp7
HMDB0014924	Marimastat	C15H29N3O5	HMDBP07802	Stromelysin-3	P24347	Unknown	Mmp11
HMDB0014924	Marimastat	C15H29N3O5	HMDBP07803	Macrophage metalloelastase	P39900	Unknown	Mmp12
HMDB0014924	Marimastat	C15H29N3O5	HMDBP07804	Matrix metalloproteinase-15	P51511	Unknown	Mmp15
HMDB0014924	Marimastat	C15H29N3O5	HMDBP07805	Matrix metalloproteinase-16	P51512	Unknown	Mmp16
HMDB0014924	Marimastat	C15H29N3O5	HMDBP07806	Matrix metalloproteinase-17	Q9ULZ9	Unknown	Mmp17
HMDB0014924	Marimastat	C15H29N3O5	HMDBP07807	Matrix metalloproteinase-19	Q99542	Unknown	Mmp19
HMDB0014924	Marimastat	C15H29N3O5	HMDBP07808	Matrix metalloproteinase-21	Q8N119	Unknown	Mmp21
HMDB0014924	Marimastat	C15H29N3O5	HMDBP07809	Matrix metalloproteinase-24	Q9Y5R2	Unknown	Mmp24
HMDB0014924	Marimastat	C15H29N3O5	HMDBP07810	Matrix metalloproteinase-25	Q9NPA2	Unknown	Mmp25
HMDB0014924	Marimastat	C15H29N3O5	HMDBP07812	Matrix metalloproteinase-27	Q9H306	Unknown	Mmp27
HMDB0014924	Marimastat	C15H29N3O5	HMDBP07813	Matrix metalloproteinase-28	Q9H239	Unknown	Mmp28
HMDB0014924	Marimastat	C15H29N3O5	HMDBP07814	Neutrophil collagenase	P22894	Unknown	Mmp8
HMDB0014925	Aciclovir	C8H11N5O3	HMDBP02574	Solute carrier family 22 member 1	O15245	Transporter	Slc22a1
HMDB0014925	Aciclovir	C8H11N5O3	HMDBP07986	Solute carrier family 22 member 6	Q4U2R8	Transporter	Slc22a6
HMDB0014928	Perindopril	C19H32N2O5	HMDBP00525	Cholinesterase	P06276	Enzyme	Bche
HMDB0014928	Perindopril	C19H32N2O5	HMDBP01710	Angiotensin-converting enzyme	P12821	Unknown	Ace
HMDB0014928	Perindopril	C19H32N2O5	HMDBP02101	Multidrug resistance protein 1	P08183	Transporter	Abcb1a
HMDB0014928	Perindopril	C19H32N2O5	HMDBP02749	Solute carrier family 15 member 1	P46059	Transporter	Slc15a1
HMDB0014928	Perindopril	C19H32N2O5	HMDBP02916	Solute carrier family 15 member 2	Q16348	Transporter	Slc15a2
HMDB0014930	Tripelennamine	C16H21N3	HMDBP01548	Cytochrome P450 2D6	P10635	Unknown	Cyp2d5
HMDB0014930	Tripelennamine	C16H21N3	HMDBP02823	Histamine H1 receptor	P35367	Enzyme	Hrh1
HMDB0014932	Primidone	C12H14N2O2	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014932	Primidone	C12H14N2O2	HMDBP01560	Cytochrome P450 1A2	P05177	Unknown	Cyp1a2
HMDB0014932	Primidone	C12H14N2O2	HMDBP01813	Glutamate receptor, ionotropic kainate 2	Q13002	Unknown	Grik2
HMDB0014932	Primidone	C12H14N2O2	HMDBP07718	Glutamate receptor 2	P42262	Unknown	Gria2
HMDB0014932	Primidone	C12H14N2O2	HMDBP08198	Gamma-aminobutyric acid receptor subunit alpha-1	P14867	Unknown	Gabra1
HMDB0014932	Primidone	C12H14N2O2	HMDBP08199	Gamma-aminobutyric acid receptor subunit alpha-2	P47869	Unknown	Gabra2
HMDB0014932	Primidone	C12H14N2O2	HMDBP08200	Gamma-aminobutyric acid receptor subunit alpha-3	P34903	Unknown	Gabra3
HMDB0014932	Primidone	C12H14N2O2	HMDBP08201	Gamma-aminobutyric acid receptor subunit alpha-4	P48169	Unknown	Gabra4
HMDB0014932	Primidone	C12H14N2O2	HMDBP08202	Gamma-aminobutyric acid receptor subunit alpha-5	P31644	Unknown	Gabra5
