mappingID1	MetaboliteName	chemical_formula	protein_accession	ProteinName	UniProt	protein_type	mappingID2	detectedPair1	detectedPair2	EdgeColor	EdgeLine	sorted_pairs	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00293	Alpha-aminoadipic semialdehyde dehydrogenase	P49419	Unknown	Aldh7a1	*	*	Unknown	Solid	HMDB0001487_Aldh7a1					*		*	
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00329	GDH/6PGL endoplasmic bifunctional protein	O95479	Unknown	H6pd	*	*	Unknown	Solid	HMDB0001487_H6pd					*		*	
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00389	Trifunctional enzyme subunit alpha, mitochondrial	P40939	Unknown	Hadha	*	*	Unknown	Solid	HMDB0001487_Hadha					*		*	
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00540	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	Q02338	Unknown	Bdh1	*	*	Unknown	Solid	HMDB0001487_Bdh1					*		*	
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00666	Glutamate dehydrogenase 2, mitochondrial	P49448	Unknown	Glud1	*	*	Unknown	Solid	HMDB0001487_Glud1					*		*	
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00694	Glutamate dehydrogenase 1, mitochondrial	P00367	Unknown	Glud1	*	*	Unknown	Solid	HMDB0001487_Glud1					*		*	
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00837	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	P21695	Unknown	Gpd1	*	*	Unknown	Solid	HMDB0001487_Gpd1					*		*	
HMDB0001487	NADH	C21H29N7O14P2	HMDBP00907	UDP-glucose 6-dehydrogenase	O60701	Unknown	Ugdh	*	*	Unknown	Solid	HMDB0001487_Ugdh					*		*	
HMDB0001487	NADH	C21H29N7O14P2	HMDBP09100	2-oxoglutarate dehydrogenase-like, mitochondrial	Q9ULD0	Enzyme	Ogdhl	*	*	Enzyme	Solid	HMDB0001487_Ogdhl					*		*	
HMDB0001548	D-Ribose 5-phosphate	C5H11O8P	HMDBP00632	Ribose-phosphate pyrophosphokinase 2	P11908	Unknown	Prps2	*	*	Unknown	Solid	HMDB0001548_Prps2	*							
HMDB0001548	D-Ribose 5-phosphate	C5H11O8P	HMDBP00805	Transketolase	P29401	Unknown	Tkt	*	*	Unknown	Solid	HMDB0001548_Tkt	*							
HMDB0001548	D-Ribose 5-phosphate	C5H11O8P	HMDBP01107	Phosphoglucomutase-1	P36871	Unknown	Pgm1	*	*	Unknown	Solid	HMDB0001548_Pgm1	*							
HMDB0001548	D-Ribose 5-phosphate	C5H11O8P	HMDBP01995	Transient receptor potential cation channel subfamily M member 2	O94759	Unknown	Trpm2	*	*	Unknown	Solid	HMDB0001548_Trpm2	*							
HMDB0001548	D-Ribose 5-phosphate	C5H11O8P	HMDBP03741	Phosphoglucomutase-2	Q96G03	Unknown	Pgm2	*	*	Unknown	Solid	HMDB0001548_Pgm2	*							
HMDB0001548	D-Ribose 5-phosphate	C5H11O8P	HMDBP10668	Putative uncharacterized protein PRPS2	A6NMS2	Enzyme	Prps2	*	*	Enzyme	Solid	HMDB0001548_Prps2	*							
HMDB0002212	Arachidic acid	C20H40O2	HMDBP00035	Fatty acid synthase	P49327	Enzyme	Fasn	*	*	Enzyme	Solid	HMDB0002212_Fasn								
HMDB0002212	Arachidic acid	C20H40O2	HMDBP00226	Hepatic triacylglycerol lipase	P11150	Enzyme	Lipc	*	*	Enzyme	Solid	HMDB0002212_Lipc								
HMDB0002212	Arachidic acid	C20H40O2	HMDBP01046	Cytosolic acyl coenzyme A thioester hydrolase	O00154	Enzyme	Acot7	*	*	Enzyme	Solid	HMDB0002212_Acot7								
HMDB0002259	Heptadecanoic acid	C17H34O2	HMDBP00035	Fatty acid synthase	P49327	Enzyme	Fasn	*	*	Enzyme	Solid	HMDB0002259_Fasn								
HMDB0002259	Heptadecanoic acid	C17H34O2	HMDBP00226	Hepatic triacylglycerol lipase	P11150	Enzyme	Lipc	*	*	Enzyme	Solid	HMDB0002259_Lipc								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00031	3-ketoacyl-CoA thiolase, mitochondrial	P42765	Enzyme	Acaa2	*	*	Enzyme	Solid	HMDB0002845_Acaa2								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00048	Trifunctional enzyme subunit beta, mitochondrial	P55084	Enzyme	Hadhb	*	*	Enzyme	Solid	HMDB0002845_Hadhb								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00051	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	Q02252	Unknown	Aldh6a1	*	*	Unknown	Solid	HMDB0002845_Aldh6a1								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00102	Long-chain specific acyl-CoA dehydrogenase, mitochondrial	P28330	Unknown	Acadl	*	*	Unknown	Solid	HMDB0002845_Acadl								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00103	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	P16219	Unknown	Acads	*	*	Unknown	Solid	HMDB0002845_Acads								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00104	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	P11310	Unknown	Acadm	*	*	Unknown	Solid	HMDB0002845_Acadm								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00146	Peroxisomal acyl-coenzyme A oxidase 1	Q15067	Unknown	Acox1	*	*	Unknown	Solid	HMDB0002845_Acox1								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00164	Peroxisomal acyl-coenzyme A oxidase 2	Q99424	Unknown	Acox2	*	*	Unknown	Solid	HMDB0002845_Acox2								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00166	Isovaleryl-CoA dehydrogenase, mitochondrial	P26440	Unknown	Ivd	*	*	Unknown	Solid	HMDB0002845_Ivd								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00192	Peroxisomal acyl-coenzyme A oxidase 3	O15254	Unknown	Acox3	*	*	Unknown	Solid	HMDB0002845_Acox3								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00202	Glutaryl-CoA dehydrogenase, mitochondrial	Q92947	Unknown	Gcdh	*	*	Unknown	Solid	HMDB0002845_Gcdh								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00226	Hepatic triacylglycerol lipase	P11150	Enzyme	Lipc	*	*	Enzyme	Solid	HMDB0002845_Lipc								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00243	Diacylglycerol O-acyltransferase 1	O75907	Enzyme	Dgat1	*	*	Enzyme	Solid	HMDB0002845_Dgat1								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00299	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial	P21953	Enzyme	Bckdhb	*	*	Enzyme	Solid	HMDB0002845_Bckdhb								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00300	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	P12694	Unknown	Bckdha	*	*	Unknown	Solid	HMDB0002845_Bckdha								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00389	Trifunctional enzyme subunit alpha, mitochondrial	P40939	Unknown	Hadha	*	*	Unknown	Solid	HMDB0002845_Hadha								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00499	Sterol O-acyltransferase 2	O75908	Enzyme	Soat2	*	*	Enzyme	Solid	HMDB0002845_Soat2								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00504	Sterol O-acyltransferase 1	P35610	Enzyme	Soat1	*	*	Enzyme	Solid	HMDB0002845_Soat1								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00549	Bile acid-CoA:amino acid N-acyltransferase	Q14032	Enzyme	Baat	*	*	Enzyme	Solid	HMDB0002845_Baat								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00570	Long-chain-fatty-acid--CoA ligase 4	O60488	Unknown	Acsl4	*	*	Unknown	Solid	HMDB0002845_Acsl4								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00577	Long-chain-fatty-acid--CoA ligase 1	P33121	Unknown	Acsl1	*	*	Unknown	Solid	HMDB0002845_Acsl1								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00644	Long-chain-fatty-acid--CoA ligase 5	Q9ULC5	Unknown	Acsl5	*	*	Unknown	Solid	HMDB0002845_Acsl5								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00647	Long-chain-fatty-acid--CoA ligase 3	O95573	Unknown	Acsl3	*	*	Unknown	Solid	HMDB0002845_Acsl3								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP00838	Glycerol-3-phosphate acyltransferase 1, mitochondrial	Q9HCL2	Enzyme	Gpam	*	*	Enzyme	Solid	HMDB0002845_Gpam								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP01046	Cytosolic acyl coenzyme A thioester hydrolase	O00154	Enzyme	Acot7	*	*	Enzyme	Solid	HMDB0002845_Acot7								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP01047	Acyl-coenzyme A thioesterase 2, mitochondrial	P49753	Enzyme	Acot2	*	*	Enzyme	Solid	HMDB0002845_Acot2								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP01048	Acyl-coenzyme A thioesterase 4	Q8N9L9	Enzyme	Acot4	*	*	Enzyme	Solid	HMDB0002845_Acot4								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP01049	Acyl-coenzyme A thioesterase 8	O14734	Enzyme	Acot8	*	*	Enzyme	Solid	HMDB0002845_Acot8								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP01543	Dihydroxyacetone phosphate acyltransferase	O15228	Enzyme	Gnpat	*	*	Enzyme	Solid	HMDB0002845_Gnpat								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP01577	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma	Q9NRZ7	Enzyme	Agpat3	*	*	Enzyme	Solid	HMDB0002845_Agpat3								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP01579	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	O15120	Enzyme	Agpat2	*	*	Enzyme	Solid	HMDB0002845_Agpat2								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP01581	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha	Q99943	Enzyme	Agpat1	*	*	Enzyme	Solid	HMDB0002845_Agpat1								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP01613	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	P45954	Unknown	Acadsb	*	*	Unknown	Solid	HMDB0002845_Acadsb								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP01946	Very long-chain acyl-CoA synthetase	O14975	Enzyme	Slc27a2	*	*	Enzyme	Solid	HMDB0002845_Slc27a2								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP02173	Peroxisome proliferator-activated receptor gamma	P37231	Enzyme	Pparg	*	*	Enzyme	Solid	HMDB0002845_Pparg								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP03003	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	Q9NUQ2	Enzyme	Agpat5	*	*	Enzyme	Solid	HMDB0002845_Agpat5								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP03055	Bile acyl-CoA synthetase	Q9Y2P5	Enzyme	Slc27a5	*	*	Enzyme	Solid	HMDB0002845_Slc27a5								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP03078	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	P11182	Enzyme	Dbt	*	*	Enzyme	Solid	HMDB0002845_Dbt								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP03089	2-acylglycerol O-acyltransferase 2	Q3SYC2	Enzyme	Mogat2	*	*	Enzyme	Solid	HMDB0002845_Mogat2					*	*		
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP03130	Long-chain fatty acid transport protein 3	Q5K4L6	Enzyme	Slc27a3	*	*	Enzyme	Solid	HMDB0002845_Slc27a3								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP03176	Long-chain fatty acid transport protein 1	Q6PCB7	Transporter	Slc27a1	*	*	Transporter	Solid	HMDB0002845_Slc27a1								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP03244	Acyl-CoA dehydrogenase family member 11	Q709F0	Enzyme	Acad11	*	*	Enzyme	Solid	HMDB0002845_Acad11								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP04483	Diacylglycerol O-acyltransferase 2	Q96PD7	Enzyme	Dgat2	*	*	Enzyme	Solid	HMDB0002845_Dgat2								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP04526	1-acyl-sn-glycerol-3-phosphate acyltransferase delta	Q9NRZ5	Enzyme	Agpat4	*	*	Enzyme	Solid	HMDB0002845_Agpat4								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP05273	Isobutyryl-CoA dehydrogenase, mitochondrial	Q9UKU7	Unknown	Acad8	*	*	Unknown	Solid	HMDB0002845_Acad8								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP05275	Acyl-CoA dehydrogenase family member 9, mitochondrial	Q9H845	Unknown	Acad9	*	*	Unknown	Solid	HMDB0002845_Acad9								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP06873	Long-chain fatty acid transport protein 4	Q6P1M0	Enzyme	Slc27a4	*	*	Enzyme	Solid	HMDB0002845_Slc27a4								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP07270	Fatty acyl-CoA reductase 1	Q8WVX9	Enzyme	Far1	*	*	Enzyme	Solid	HMDB0002845_Far1								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP07287	Lysophospholipid acyltransferase 5	Q6P1A2	Enzyme	Lpcat3	*	*	Enzyme	Solid	HMDB0002845_Lpcat3								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP07289	Lysophosphatidylcholine acyltransferase 1	Q8NF37	Unknown	Lpcat1	*	*	Unknown	Solid	HMDB0002845_Lpcat1								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP07309	Lysocardiolipin acyltransferase 1	Q6UWP7	Enzyme	Lclat1	*	*	Enzyme	Solid	HMDB0002845_Lclat1								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP07349	Glycine N-acyltransferase	Q6IB77	Enzyme	Glyat	*	*	Enzyme	Solid	HMDB0002845_Glyat								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP07372	Enoyl-CoA delta isomerase 2, mitochondrial	O75521	Enzyme	Eci2	*	*	Enzyme	Solid	HMDB0002845_Eci2								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP08259	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	P49748	Unknown	Acadvl	*	*	Unknown	Solid	HMDB0002845_Acadvl								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP08701	Acyl-coenzyme A synthetase ACSM3, mitochondrial	Q53FZ2	Unknown	Acsm3	*	*	Unknown	Solid	HMDB0002845_Acsm3								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP08702	Acyl-coenzyme A synthetase ACSM5, mitochondrial	Q6NUN0	Unknown	Acsm5	*	*	Unknown	Solid	HMDB0002845_Acsm5								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP10627	Glycerol-3-phosphate acyltransferase 2, mitochondrial	Q6NUI2	Enzyme	Gpat2	*	*	Enzyme	Solid	HMDB0002845_Gpat2								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP11000	Acyl-coenzyme A thioesterase 1	Q86TX2	Enzyme	Acot2	*	*	Enzyme	Solid	HMDB0002845_Acot2								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP11002	Acyl-CoA synthetase family member 2, mitochondrial	Q96CM8	Enzyme	Acsf2	*	*	Enzyme	Solid	HMDB0002845_Acsf2								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP11005	Long-chain-fatty-acid--CoA ligase ACSBG1	Q96GR2	Enzyme	Acsbg1	*	*	Enzyme	Solid	HMDB0002845_Acsbg1								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP11375	Acyl-CoA-binding domain-containing protein 5	Q5T8D3	Unknown	Acbd5	*	*	Unknown	Solid	HMDB0002845_Acbd5								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP11376	ACAD11 protein	Q08AE9	Unknown	Acad11	*	*	Unknown	Solid	HMDB0002845_Acad11								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP11377	Putative uncharacterized protein HADHA	Q53T69	Unknown	Hadha	*	*	Unknown	Solid	HMDB0002845_Hadha								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP11380	Putative uncharacterized protein HADHA	Q53TA2	Unknown	Hadha	*	*	Unknown	Solid	HMDB0002845_Hadha								
HMDB0002845	Hexanoyl-CoA	C27H46N7O17P3S	HMDBP11383	Acyl-Coenzyme A binding domain containing 5	Q5T8E0	Unknown	Acbd5	*	*	Unknown	Solid	HMDB0002845_Acbd5								
HMDB0004258	Eicosanoyl-CoA	C41H74N7O17P3S	HMDBP00031	3-ketoacyl-CoA thiolase, mitochondrial	P42765	Enzyme	Acaa2	*	*	Enzyme	Solid	HMDB0004258_Acaa2								
HMDB0004258	Eicosanoyl-CoA	C41H74N7O17P3S	HMDBP00164	Peroxisomal acyl-coenzyme A oxidase 2	Q99424	Unknown	Acox2	*	*	Unknown	Solid	HMDB0004258_Acox2								
HMDB0004258	Eicosanoyl-CoA	C41H74N7O17P3S	HMDBP00192	Peroxisomal acyl-coenzyme A oxidase 3	O15254	Unknown	Acox3	*	*	Unknown	Solid	HMDB0004258_Acox3								
HMDB0004258	Eicosanoyl-CoA	C41H74N7O17P3S	HMDBP00226	Hepatic triacylglycerol lipase	P11150	Enzyme	Lipc	*	*	Enzyme	Solid	HMDB0004258_Lipc								
HMDB0004258	Eicosanoyl-CoA	C41H74N7O17P3S	HMDBP00389	Trifunctional enzyme subunit alpha, mitochondrial	P40939	Unknown	Hadha	*	*	Unknown	Solid	HMDB0004258_Hadha								
HMDB0004258	Eicosanoyl-CoA	C41H74N7O17P3S	HMDBP01046	Cytosolic acyl coenzyme A thioester hydrolase	O00154	Enzyme	Acot7	*	*	Enzyme	Solid	HMDB0004258_Acot7								
HMDB0004258	Eicosanoyl-CoA	C41H74N7O17P3S	HMDBP03055	Bile acyl-CoA synthetase	Q9Y2P5	Enzyme	Slc27a5	*	*	Enzyme	Solid	HMDB0004258_Slc27a5								
HMDB0004258	Eicosanoyl-CoA	C41H74N7O17P3S	HMDBP07349	Glycine N-acyltransferase	Q6IB77	Enzyme	Glyat	*	*	Enzyme	Solid	HMDB0004258_Glyat								
HMDB0004258	Eicosanoyl-CoA	C41H74N7O17P3S	HMDBP07372	Enoyl-CoA delta isomerase 2, mitochondrial	O75521	Enzyme	Eci2	*	*	Enzyme	Solid	HMDB0004258_Eci2								
HMDB0004258	Eicosanoyl-CoA	C41H74N7O17P3S	HMDBP08702	Acyl-coenzyme A synthetase ACSM5, mitochondrial	Q6NUN0	Unknown	Acsm5	*	*	Unknown	Solid	HMDB0004258_Acsm5								
HMDB0004258	Eicosanoyl-CoA	C41H74N7O17P3S	HMDBP11002	Acyl-CoA synthetase family member 2, mitochondrial	Q96CM8	Enzyme	Acsf2	*	*	Enzyme	Solid	HMDB0004258_Acsf2								
HMDB0004258	Eicosanoyl-CoA	C41H74N7O17P3S	HMDBP11377	Putative uncharacterized protein HADHA	Q53T69	Unknown	Hadha	*	*	Unknown	Solid	HMDB0004258_Hadha								
HMDB0004258	Eicosanoyl-CoA	C41H74N7O17P3S	HMDBP11380	Putative uncharacterized protein HADHA	Q53TA2	Unknown	Hadha	*	*	Unknown	Solid	HMDB0004258_Hadha								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP00557	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase	Q9Y2B2	Enzyme	Pigl	*	*	Enzyme	Solid	HMDB0004610_Pigl								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP00940	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q	Q9BRB3	Enzyme	Pigq	*	*	Enzyme	Solid	HMDB0004610_Pigq								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP00941	Phosphatidylinositol N-acetylglucosaminyltransferase subunit A	P37287	Enzyme	Piga	*	*	Enzyme	Solid	HMDB0004610_Piga								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP00942	Phosphatidylinositol N-acetylglucosaminyltransferase subunit H	Q14442	Enzyme	Pigh	*	*	Enzyme	Solid	HMDB0004610_Pigh								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP00943	Phosphatidylinositol N-acetylglucosaminyltransferase subunit P	P57054	Enzyme	Pigp	*	*	Enzyme	Solid	HMDB0004610_Pigp								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP00944	Phosphatidylinositol N-acetylglucosaminyltransferase subunit C	Q92535	Enzyme	Pigc	*	*	Enzyme	Solid	HMDB0004610_Pigc								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP01084	Acid ceramidase	Q13510	Enzyme	Asah1	*	*	Enzyme	Solid	HMDB0004610_Asah1								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP01719	Ganglioside GM2 activator	P17900	Enzyme	Gm2a	*	*	Enzyme	Solid	HMDB0004610_Gm2a								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP02675	Epididymal secretory protein E1	P61916	Enzyme	Npc2	*	*	Enzyme	Solid	HMDB0004610_Npc2								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP02783	Antigen-presenting glycoprotein CD1d	P15813	Enzyme	Cd1d1	*	*	Enzyme	Solid	HMDB0004610_Cd1d1								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP02955	GPI mannosyltransferase 1	Q9H3S5	Enzyme	Pigm	*	*	Enzyme	Solid	HMDB0004610_Pigm								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP02977	Phosphatidylinositol-glycan biosynthesis class W protein	Q7Z7B1	Enzyme	Znhit3	*	*	Enzyme	Solid	HMDB0004610_Znhit3								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP03084	Phosphatidylinositol-glycan biosynthesis class X protein	Q8TBF5	Enzyme	Pigx	*	*	Enzyme	Solid	HMDB0004610_Pigx								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP07325	GPI mannosyltransferase 3	Q92521	Enzyme	Pigb	*	*	Enzyme	Solid	HMDB0004610_Pigb								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP07326	Phosphatidylinositol-glycan biosynthesis class F protein	Q07326	Enzyme	Pigf	*	*	Enzyme	Solid	HMDB0004610_Pigf								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP07327	GPI ethanolamine phosphate transferase 2	Q5H8A4	Enzyme	Pigg	*	*	Enzyme	Solid	HMDB0004610_Pigg								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP07328	GPI ethanolamine phosphate transferase 1	O95427	Enzyme	Pign	*	*	Enzyme	Solid	HMDB0004610_Pign								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP07329	GPI ethanolamine phosphate transferase 3	Q8TEQ8	Enzyme	Pigo	*	*	Enzyme	Solid	HMDB0004610_Pigo								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP07330	GPI transamidase component PIG-S	Q96S52	Enzyme	Pigs	*	*	Enzyme	Solid	HMDB0004610_Pigs								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP07331	GPI transamidase component PIG-T	Q969N2	Enzyme	Pigt	*	*	Enzyme	Solid	HMDB0004610_Pigt								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP07332	Phosphatidylinositol glycan anchor biosynthesis class U protein	Q9H490	Enzyme	Pigu	*	*	Enzyme	Solid	HMDB0004610_Pigu								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP07333	GPI mannosyltransferase 2	Q9NUD9	Enzyme	Pigv	*	*	Enzyme	Solid	HMDB0004610_Pigv								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP07339	Pleckstrin homology domain-containing family A member 8	Q96JA3	Unknown	Plekha8	*	*	Unknown	Solid	HMDB0004610_Plekha8								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP09163	Alkaline ceramidase 2	Q5QJU3	Enzyme	Acer2	*	*	Enzyme	Solid	HMDB0004610_Acer2								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP09169	Non-lysosomal glucosylceramidase	Q9HCG7	Enzyme	Gba2	*	*	Enzyme	Solid	HMDB0004610_Gba2								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP11012	GPI-anchor transamidase	Q92643	Enzyme	Pigk	*	*	Enzyme	Solid	HMDB0004610_Pigk								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP11439	Glycosylphosphatidylinositol anchor attachment 1 protein	O43292	Unknown	Gpaa1	*	*	Unknown	Solid	HMDB0004610_Gpaa1								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP11441	Glycolipid transfer protein domain-containing protein 2	A6NH11	Unknown	Gltpd2	*	*	Unknown	Solid	HMDB0004610_Gltpd2								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP11442	Putative uncharacterized protein PLEKHA8	B5MDU3	Unknown	Plekha8	*	*	Unknown	Solid	HMDB0004610_Plekha8								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP11446	Lipopolysaccharide-binding protein	P18428	Unknown	Lbp	*	*	Unknown	Solid	HMDB0004610_Lbp								
HMDB0004610	Phytosphingosine	C18H39NO3	HMDBP11449	Glycolipid transfer protein	Q9NZD2	Unknown	Gltp	*	*	Unknown	Solid	HMDB0004610_Gltp								
HMDB_TG	TG		HMDBP00226	Hepatic triacylglycerol lipase	P11150	Enzyme	Lipc	*	*	Enzyme	Solid	HMDB_TG_Lipc					*			
HMDB_TG	TG		HMDBP00232	Patatin-like phospholipase domain-containing protein 3	Q9NST1	Enzyme	Pnpla3	*	*	Enzyme	Solid	HMDB_TG_Pnpla3					*			
HMDB_TG	TG		HMDBP00239	Endothelial lipase	Q9Y5X9	Enzyme	Lipg	*	*	Enzyme	Solid	HMDB_TG_Lipg		*			*			
HMDB_TG	TG		HMDBP00241	Bile salt-activated lipase	P19835	Unknown	Cel	*	*	Unknown	Solid	HMDB_TG_Cel		*	*		*		*	
HMDB_TG	TG		HMDBP00243	Diacylglycerol O-acyltransferase 1	O75907	Enzyme	Dgat1	*	*	Enzyme	Solid	HMDB_TG_Dgat1					*			
