sorted_pairs	ReactionID	type1	type2	mappingID1	mappingID2	Reaction ID	Relationship	pair1	pair2	SeedNode1	SeedNode2	detectedPair1	detectedPair2	SigNode1	SigNode2	Entity1	Entity2	EdgeColor	Direction	concordant	EdgeLine	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny
D3ZGJ6_P26260	R-RNO-2076611	input	catalyst	P26260	D3ZGJ6	R-RNO-2076611	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	HS3ST6 [Golgi membrane]	*		*	*	*		DefinedSet	CandidateSet	Others	input_catalyst		Solid									
D3ZH41_P04639	R-RNO-8952289	input	input	P04639	D3ZH41	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Ckap4 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
D3ZIB0_P04639	R-RNO-8952289	input	input	P04639	D3ZIB0	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Enam [endoplasmic reticulum lumen]	*		*		*		Complex	Complex	SameComplex	input_input		Dashed									
D3ZL85_P62898	R-RNO-9866217	input	catalyst	P62898	D3ZL85	R-RNO-9866217	GeneProduct_GeneProduct	apo-CYCS [mitochondrial inner membrane]	Hccs [mitochondrial inner membrane]	*		*	*	*		DefinedSet	EntityWithAccessionedSequence	Others	input_catalyst		Solid									
D3ZQC1_P26260	R-RNO-1889978	input	catalyst	P26260	D3ZQC1	R-RNO-1889978	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	B3galt6 [Golgi membrane]	*		*	*	*		DefinedSet	EntityWithAccessionedSequence	Others	input_catalyst		Solid									
D3ZTA9_P26260	R-RNO-2076611	input	catalyst	P26260	D3ZTA9	R-RNO-2076611	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	HS3ST3B1 [Golgi membrane]	*	*	*	*	*	*	DefinedSet	CandidateSet	Others	input_catalyst		Solid									
D3ZUB0_P04639	R-RNO-8952289	input	input	P04639	D3ZUB0	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Rcn1 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
D3ZXI3_P04639	R-RNO-8952289	input	input	P04639	D3ZXI3	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Notum [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
D3ZXV2_P62898	R-RNO-163214, R-RNO-164651, R-RNO-9866217	input	input	D3ZXV2	P62898	R-RNO-163214, R-RNO-164651, R-RNO-9866217	GeneProduct_GeneProduct	Cycsl3 [mitochondrial inner membrane]	Cytochrome c (reduced) [mitochondrial inner membrane], Cytochrome c (oxidised) [mitochondrial inner membrane], apo-CYCS [mitochondrial inner membrane]		*		*		*	DefinedSet	DefinedSet	SameComplex	input_input		Dashed									
D3ZZL5_P04639	R-RNO-2395768	input	catalyst	P04639	D3ZZL5	R-RNO-2395768	GeneProduct_GeneProduct	Apoa1 [extracellular region]	Gpihbp1 [plasma membrane]	*		*		*		Complex	Complex	Others	input_catalyst		Dashed									
D3ZZL5_P06759	R-RNO-2395768	input	catalyst	P06759	D3ZZL5	R-RNO-2395768	GeneProduct_GeneProduct	Apoc3 [extracellular region]	Gpihbp1 [plasma membrane]	*		*		*		Complex	Complex	Others	input_catalyst		Dashed									
D4A5H4_P04639	R-RNO-8952289	input	input	P04639	D4A5H4	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Bpifb2 [endoplasmic reticulum lumen]	*		*		*		Complex	Complex	SameComplex	input_input		Dashed									
D4A5L9_P62898	R-RNO-163214, R-RNO-164651, R-RNO-9866217	input	input	D4A5L9	P62898	R-RNO-163214, R-RNO-164651, R-RNO-9866217	GeneProduct_GeneProduct	Cycsl2 [mitochondrial inner membrane]	Cytochrome c (reduced) [mitochondrial inner membrane], Cytochrome c (oxidised) [mitochondrial inner membrane], apo-CYCS [mitochondrial inner membrane]		*		*		*	DefinedSet	DefinedSet	SameComplex	input_input		Dashed									
D4A6E6_P26260	R-RNO-2076419	input	catalyst	P26260	D4A6E6	R-RNO-2076419	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	Hs6st1 [Golgi membrane]	*		*	*	*		DefinedSet	CandidateSet	Others	input_catalyst		Solid									
D4ABE3_P26260	R-RNO-2022860, R-RNO-2022887	input	catalyst	P26260	D4ABE3	R-RNO-2022860, R-RNO-2022887	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	NDST3 [Golgi membrane]	*		*		*		DefinedSet	CandidateSet	Others	input_catalyst		Dashed									
D4ADK7_P04639	R-RNO-8952289	input	input	P04639	D4ADK7	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	MELTF [endoplasmic reticulum lumen]	*		*		*		Complex	Complex	SameComplex	input_input		Dashed									
E9PT53_P04639	R-RNO-8952289	input	input	P04639	E9PT53	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Wfs1 [endoplasmic reticulum lumen]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid									
E9PTU9_P04639	R-RNO-8952289	input	input	P04639	E9PTU9	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Bmp15 [endoplasmic reticulum lumen]	*		*		*		Complex	Complex	SameComplex	input_input		Dashed									
F1M512_P04639	R-RNO-8952289	input	input	P04639	F1M512	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Apol11a [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
F1M9B2_P04639	R-RNO-8952289	input	input	P04639	F1M9B2	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Igfbp7 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
F7F3K1_P04639	R-RNO-2404131	input	catalyst	P04639	F7F3K1	R-RNO-2404131	GeneProduct_GeneProduct	Apoa1 [extracellular region]	Lrp10 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid									
F7F3K1_P06759	R-RNO-2404131	input	catalyst	P06759	F7F3K1	R-RNO-2404131	GeneProduct_GeneProduct	Apoc3 [extracellular region]	Lrp10 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid									
F7F3K1_P26260	R-RNO-2404131	input	catalyst	P26260	F7F3K1	R-RNO-2404131	GeneProduct_GeneProduct	Sdc1 [plasma membrane]	Lrp10 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid									
G3V7N0_P26260	R-RNO-2076508	input	catalyst	P26260	G3V7N0	R-RNO-2076508	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	Hs2st1 [Golgi membrane]	*		*	*	*		DefinedSet	EntityWithAccessionedSequence	Others	input_catalyst		Solid									
G3V8D4_P04639	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	P04639	G3V8D4	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Apoa1 [extracellular region]	Apoc2 [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
G3V8D4_P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	G3V8D4	P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Apoc2 [extracellular region]	Apoc3 [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
G3V8D4_P26260	R-RNO-2404131	input	input	P26260	G3V8D4	R-RNO-2404131	GeneProduct_GeneProduct	Sdc1 [plasma membrane]	Apoc2 [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
G3V8S6_P04639	R-RNO-8952289	input	input	P04639	G3V8S6	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Hrc [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
G3V901_P26260	R-RNO-2022851, R-RNO-2022856, R-RNO-2022919, R-RNO-2076392	input	catalyst	P26260	G3V901	R-RNO-2022851, R-RNO-2022856, R-RNO-2022919, R-RNO-2076392	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	Ext1 [Golgi membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid									
G3V928_P04639	R-RNO-2404131	input	catalyst	P04639	G3V928	R-RNO-2404131	GeneProduct_GeneProduct	Apoa1 [extracellular region]	LRP1 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid									
G3V928_P06759	R-RNO-2404131	input	catalyst	P06759	G3V928	R-RNO-2404131	GeneProduct_GeneProduct	Apoc3 [extracellular region]	LRP1 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid									
G3V928_P26260	R-RNO-2404131	input	catalyst	P26260	G3V928	R-RNO-2404131	GeneProduct_GeneProduct	Sdc1 [plasma membrane]	LRP1 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid									
G3V9M6_P04639	R-RNO-8952289	input	input	P04639	G3V9M6	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Fbn1 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
M0RBH1_P04639	R-RNO-8952289	input	input	P04639	M0RBH1	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Apol2 [endoplasmic reticulum lumen]	*		*		*		Complex	Complex	SameComplex	input_input		Dashed									
O35314_P04639	R-RNO-8952289	input	input	P04639	O35314	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Chgb [endoplasmic reticulum lumen]	*		*		*		Complex	Complex	SameComplex	input_input		Dashed									
O35789_P26260	R-RNO-1889955	input	catalyst	P26260	O35789	R-RNO-1889955	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	B3GAT1 [Golgi membrane]	*		*		*		DefinedSet	DefinedSet	Others	input_catalyst		Dashed									
O88281_P04639	R-RNO-8952289	input	input	P04639	O88281	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Megf6 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P00159_P62898	R-RNO-164651	input	catalyst	P62898	P00159	R-RNO-164651	GeneProduct_GeneProduct	Cytochrome c (oxidised) [mitochondrial inner membrane]	MT-CYB [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid									
P00406_P62898	R-RNO-163214	input	catalyst	P62898	P00406	R-RNO-163214	GeneProduct_GeneProduct	Cytochrome c (reduced) [mitochondrial inner membrane]	nascent MT-CO2 [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid									
P00406_Q5I0I9	R-RNO-9865579	input	catalyst	P00406	Q5I0I9	R-RNO-9865579	GeneProduct_GeneProduct	nascent MT-CO2 [mitochondrial inner membrane]	Coq10b [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	Others	input_catalyst		Solid									
P01026_P04639	R-RNO-8952289	input	input	P04639	P01026	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	C3 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P02650_P04639	R-RNO-8952289, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785, R-RNO-8952289	input	catalyst	P04639	P02650	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	APOE [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_catalyst		Solid									
P02650_P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	P06759	P02650	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Apoc3 [extracellular region]	APOE [extracellular region]	*		*	*	*		Complex	Complex, EntityWithAccessionedSequence	SameComplex	input_input		Solid									
P02650_P26260	R-RNO-2404131	input	input	P26260	P02650	R-RNO-2404131	GeneProduct_GeneProduct	Sdc1 [plasma membrane]	APOE [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P02651_P04639	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	P04639	P02651	R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Apoa1 [cytosol], Apoa1 [extracellular region]	Apoa4 [cytosol], Apoa4 [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P02651_P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	P02651	P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Apoa4 [extracellular region]	Apoc3 [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
P02651_P26260	R-RNO-2404131	input	input	P26260	P02651	R-RNO-2404131	GeneProduct_GeneProduct	Sdc1 [plasma membrane]	Apoa4 [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P02680_P04639	R-RNO-8952289	input	input	P04639	P02680	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	FGG [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P02767_P04916	R-RNO-2404134	input	input	P04916	P02767	R-RNO-2404134	GeneProduct_GeneProduct	RBP4(19-201) [extracellular region]	TTR [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
P02770_P04639	R-RNO-8952289	input	input	P02770	P04639	R-RNO-8952289	GeneProduct_GeneProduct	ALB [endoplasmic reticulum lumen]	Apoa1 [endoplasmic reticulum lumen]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid									
P02773_P04639	R-RNO-8952289	input	input	P02773	P04639	R-RNO-8952289	GeneProduct_GeneProduct	AFP [endoplasmic reticulum lumen]	Apoa1 [endoplasmic reticulum lumen]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
P04094_P04639	R-RNO-8952289	input	input	P04639	P04094	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Penk [endoplasmic reticulum lumen]	*		*		*		Complex	Complex	SameComplex	input_input		Dashed									
P04638_P04639	R-RNO-8952289, R-RNO-2187332, R-RNO-2395764, R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785, R-RNO-8952289	input	catalyst	P04639	P04638	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Apoa2 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_catalyst		Solid									
P04638_P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	P04638	P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Apoa2 [extracellular region]	Apoc3 [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
P04638_P26260	R-RNO-2404131	input	input	P26260	P04638	R-RNO-2404131	GeneProduct_GeneProduct	Sdc1 [plasma membrane]	Apoa2 [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P04785	R-RNO-8952289	input	input	P04639	P04785	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	P4hb [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P04937	R-RNO-8952289	input	input	P04639	P04937	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Fn1 [endoplasmic reticulum lumen]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid									
P04639_P06399	R-RNO-8952289	input	input	P04639	P06399	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	FGA [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	input	input	P04639	P06759	R-RNO-2395768, R-RNO-2395784, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Apoa1 [extracellular region]	Apoc3 [extracellular region]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid									
P04639_P08592	R-RNO-8952289	input	input	P04639	P08592	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	APP [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P08649	R-RNO-8952289	input	input	P04639	P08649	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	C4 [endoplasmic reticulum lumen]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid									
P04639_P08721	R-RNO-8952289	input	input	P04639	P08721	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Spp1 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P08934	R-RNO-8952289	input	input	P04639	P08934	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Kng1 [endoplasmic reticulum lumen]	*		*		*		Complex	Complex	SameComplex	input_input		Dashed									
P04639_P0C548	R-RNO-8952289	input	input	P04639	P0C548	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Pnpla2 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P10362	R-RNO-8952289	input	input	P04639	P10362	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Scg2 [endoplasmic reticulum lumen]	*		*		*		Complex	Complex	SameComplex	input_input		Dashed									
P04639_P11762	R-RNO-8952289	input	input	P04639	P11762	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	LGALS1 [endoplasmic reticulum lumen]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid									
P04639_P12346	R-RNO-8952289	input	input	P04639	P12346	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	TF [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P13265	R-RNO-2404131, R-RNO-2423785, R-RNO-8952289, R-RNO-2404131	input	output	P13265	P04639	R-RNO-2404131, R-RNO-2423785, R-RNO-8952289	GeneProduct_GeneProduct	Gpc3 [plasma membrane], Gpc3 [endoplasmic reticulum lumen]	Apoa1 [early endosome], Apoa1 [extracellular region], phospho-Apoa1 [endoplasmic reticulum lumen]		*	*	*		*	Complex, DefinedSet	Complex	SameComplex	input_output		Solid									
P04639_P13635	R-RNO-8952289	input	input	P04639	P13635	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	CP [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P14841	R-RNO-8952289	input	input	P04639	P14841	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Cst3 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P15473	R-RNO-8952289	input	input	P04639	P15473	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Igfbp3 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P15943	R-RNO-8952289	input	input	P15943	P04639	R-RNO-8952289	GeneProduct_GeneProduct	APLP2 [endoplasmic reticulum lumen]	Apoa1 [endoplasmic reticulum lumen]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
P04639_P17475	R-RNO-8952289	input	input	P04639	P17475	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Serpina1 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P19814	R-RNO-8952289	input	input	P04639	P19814	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Ttgn1 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P20156	R-RNO-8952289	input	input	P04639	P20156	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Vgf [endoplasmic reticulum lumen]	*		*		*		Complex	Complex	SameComplex	input_input		Dashed									
P04639_P20607	R-RNO-8952289	input	input	P04639	P20607	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Il6 [endoplasmic reticulum lumen]	*		*		*		Complex	Complex	SameComplex	input_input		Dashed									
P04639_P21743	R-RNO-8952289	input	input	P04639	P21743	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Igfbp1 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P21744	R-RNO-8952289	input	input	P04639	P21744	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Igfbp4 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P24054	R-RNO-8952289	input	input	P04639	P24054	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	SPARCL1 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P24090	R-RNO-8952289	input	input	P24090	P04639	R-RNO-8952289	GeneProduct_GeneProduct	Ahsg [endoplasmic reticulum lumen]	Apoa1 [endoplasmic reticulum lumen]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
P04639_P24594	R-RNO-8952289	input	input	P04639	P24594	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Igfbp5 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P25304	R-RNO-2404131	input	input	P25304	P04639	R-RNO-2404131	GeneProduct_GeneProduct	HS(1)-AGRN [plasma membrane], HS(2)-AGRN [plasma membrane], HS(3)-AGRN [plasma membrane], HS(4)-AGRN [plasma membrane], HS(5)-AGRN [plasma membrane], HS(6)-AGRN [plasma membrane]	Apoa1 [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
P04639_P26260	R-RNO-2404131	input	input	P26260	P04639	R-RNO-2404131	GeneProduct_GeneProduct	Sdc1 [plasma membrane]	Apoa1 [extracellular region]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid									
P04639_P30120	R-RNO-8952289	input	input	P04639	P30120	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	TIMP1 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P31394	R-RNO-8952289	input	input	P04639	P31394	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Proc [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P33671	R-RNO-2404131	input	input	P33671	P04639	R-RNO-2404131	GeneProduct_GeneProduct	Sdc3 [plasma membrane]	Apoa1 [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
P04639_P34900	R-RNO-2404131, R-RNO-2423785, R-RNO-8952289, R-RNO-2404131	input	output	P34900	P04639	R-RNO-2404131, R-RNO-2423785, R-RNO-8952289	GeneProduct_GeneProduct	Sdc2 [plasma membrane], Sdc2 [endoplasmic reticulum lumen]	Apoa1 [early endosome], Apoa1 [extracellular region], phospho-Apoa1 [endoplasmic reticulum lumen]		*	*	*		*	Complex, DefinedSet	Complex	SameComplex	input_output		Solid									
P04639_P34901	R-RNO-2404131	input	input	P34901	P04639	R-RNO-2404131	GeneProduct_GeneProduct	Sdc4 [plasma membrane]	Apoa1 [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid									
P04639_P35053	R-RNO-2404131	input	input	P35053	P04639	R-RNO-2404131	GeneProduct_GeneProduct	Gpc1 [plasma membrane]	Apoa1 [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid			*	*					*
P04639_P47868	R-RNO-8952289	input	input	P04639	P47868	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Scg3 [endoplasmic reticulum lumen]	*		*		*		Complex	Complex	SameComplex	input_input		Dashed									
P04639_P51653	R-RNO-2404131	input	input	P51653	P04639	R-RNO-2404131	GeneProduct_GeneProduct	Gpc2 [plasma membrane]	Apoa1 [extracellular region]		*	*	*		*	Complex	Complex	SameComplex	input_input		Solid								*	*
P04639_P59996	R-RNO-8952289	input	input	P04639	P59996	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Pcsk9 [endoplasmic reticulum lumen]	*	*	*	*	*	*	Complex	Complex	SameComplex	input_input		Solid									
P04639_P63278	R-RNO-8952289	input	input	P63278	P04639	R-RNO-8952289	GeneProduct_GeneProduct	Amelx [endoplasmic reticulum lumen]	Apoa1 [endoplasmic reticulum lumen]		*		*		*	Complex	Complex	SameComplex	input_input		Dashed									
P04639_P70490	R-RNO-8952289	input	input	P04639	P70490	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Mfge8 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_P98158	R-RNO-2404131	input	catalyst	P04639	P98158	R-RNO-2404131	GeneProduct_GeneProduct	Apoa1 [extracellular region]	LRP2 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid									
P04639_P98193	R-RNO-8952289	input	input	P04639	P98193	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Dmp1 [endoplasmic reticulum lumen]	*		*		*		Complex	Complex	SameComplex	input_input		Dashed									
P04639_Q00918	R-RNO-8952289	input	input	P04639	Q00918	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Ltbp1 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
P04639_Q06000	R-RNO-2395768	input	catalyst	P04639	Q06000	R-RNO-2395768	GeneProduct_GeneProduct	Apoa1 [extracellular region]	LPL [extracellular region]	*		*	*	*		Complex	Complex	Others	input_catalyst		Solid									
P04639_Q06826	R-RNO-8952289	input	input	P04639	Q06826	R-RNO-8952289	GeneProduct_GeneProduct	Apoa1 [endoplasmic reticulum lumen]	Bmp4 [endoplasmic reticulum lumen]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid									
