mappingID1	MetaboliteName	chemical_formula	protein_accession	ProteinName	UniProt	protein_type	mappingID2	detectedPair1	detectedPair2	EdgeColor	EdgeLine	sorted_pairs	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny
HMDB0013037	Pentanoyl-CoA	C26H44N7O17P3S	HMDBP11002	Acyl-CoA synthetase family member 2, mitochondrial	Q96CM8	Enzyme	Acsf2		*	Enzyme	Dashed	HMDB0013037_Acsf2									
HMDB0013037	Pentanoyl-CoA	C26H44N7O17P3S	HMDBP11377	Putative uncharacterized protein HADHA	Q53T69	Unknown	Hadha		*	Unknown	Dashed	HMDB0013037_Hadha									
HMDB0013037	Pentanoyl-CoA	C26H44N7O17P3S	HMDBP11380	Putative uncharacterized protein HADHA	Q53TA2	Unknown	Hadha		*	Unknown	Dashed	HMDB0013037_Hadha									
HMDB0013109	Tridecanoyl-CoA	C34H60N7O17P3S	HMDBP00164	Peroxisomal acyl-coenzyme A oxidase 2	Q99424	Unknown	Acox2		*	Unknown	Dashed	HMDB0013109_Acox2									
HMDB0013109	Tridecanoyl-CoA	C34H60N7O17P3S	HMDBP00192	Peroxisomal acyl-coenzyme A oxidase 3	O15254	Unknown	Acox3		*	Unknown	Dashed	HMDB0013109_Acox3									
HMDB0013114	Undecanoyl-CoA	C32H56N7O17P3S	HMDBP00031	3-ketoacyl-CoA thiolase, mitochondrial	P42765	Enzyme	Acaa2		*	Enzyme	Dashed	HMDB0013114_Acaa2									
HMDB0013114	Undecanoyl-CoA	C32H56N7O17P3S	HMDBP00164	Peroxisomal acyl-coenzyme A oxidase 2	Q99424	Unknown	Acox2		*	Unknown	Dashed	HMDB0013114_Acox2									
HMDB0013114	Undecanoyl-CoA	C32H56N7O17P3S	HMDBP00192	Peroxisomal acyl-coenzyme A oxidase 3	O15254	Unknown	Acox3		*	Unknown	Dashed	HMDB0013114_Acox3									
HMDB0013114	Undecanoyl-CoA	C32H56N7O17P3S	HMDBP00226	Hepatic triacylglycerol lipase	P11150	Enzyme	Lipc		*	Enzyme	Dashed	HMDB0013114_Lipc									
HMDB0013114	Undecanoyl-CoA	C32H56N7O17P3S	HMDBP00389	Trifunctional enzyme subunit alpha, mitochondrial	P40939	Unknown	Hadha		*	Unknown	Dashed	HMDB0013114_Hadha									
HMDB0013114	Undecanoyl-CoA	C32H56N7O17P3S	HMDBP01046	Cytosolic acyl coenzyme A thioester hydrolase	O00154	Enzyme	Acot7		*	Enzyme	Dashed	HMDB0013114_Acot7									
HMDB0013114	Undecanoyl-CoA	C32H56N7O17P3S	HMDBP03055	Bile acyl-CoA synthetase	Q9Y2P5	Enzyme	Slc27a5		*	Enzyme	Dashed	HMDB0013114_Slc27a5									
HMDB0013114	Undecanoyl-CoA	C32H56N7O17P3S	HMDBP07349	Glycine N-acyltransferase	Q6IB77	Enzyme	Glyat		*	Enzyme	Dashed	HMDB0013114_Glyat									
HMDB0013114	Undecanoyl-CoA	C32H56N7O17P3S	HMDBP07372	Enoyl-CoA delta isomerase 2, mitochondrial	O75521	Enzyme	Eci2		*	Enzyme	Dashed	HMDB0013114_Eci2									
HMDB0013114	Undecanoyl-CoA	C32H56N7O17P3S	HMDBP08702	Acyl-coenzyme A synthetase ACSM5, mitochondrial	Q6NUN0	Unknown	Acsm5		*	Unknown	Dashed	HMDB0013114_Acsm5									
HMDB0013114	Undecanoyl-CoA	C32H56N7O17P3S	HMDBP11002	Acyl-CoA synthetase family member 2, mitochondrial	Q96CM8	Enzyme	Acsf2		*	Enzyme	Dashed	HMDB0013114_Acsf2									
HMDB0013114	Undecanoyl-CoA	C32H56N7O17P3S	HMDBP11377	Putative uncharacterized protein HADHA	Q53T69	Unknown	Hadha		*	Unknown	Dashed	HMDB0013114_Hadha									
HMDB0013114	Undecanoyl-CoA	C32H56N7O17P3S	HMDBP11380	Putative uncharacterized protein HADHA	Q53TA2	Unknown	Hadha		*	Unknown	Dashed	HMDB0013114_Hadha									
HMDB0013897	4-ene-Valproic acid	C8H14O2	HMDBP01111	Monocarboxylate transporter 1	P53985	Transporter	Slc16a1		*	Transporter	Dashed	HMDB0013897_Slc16a1									
HMDB0013897	4-ene-Valproic acid	C8H14O2	HMDBP09068	Solute carrier family 22 member 7	Q9Y694	Transporter	Slc22a7		*	Transporter	Dashed	HMDB0013897_Slc22a7									
HMDB0014644	Cimetidine	C10H16N6S	HMDBP00185	Dimethylaniline monooxygenase [N-oxide-forming] 1	Q01740	Unknown	Fmo1		*	Unknown	Dashed	HMDB0014644_Fmo1									
HMDB0014644	Cimetidine	C10H16N6S	HMDBP09068	Solute carrier family 22 member 7	Q9Y694	Transporter	Slc22a7		*	Transporter	Dashed	HMDB0014644_Slc22a7									
HMDB0014703	Methotrexate	C20H22N8O5	HMDBP01111	Monocarboxylate transporter 1	P53985	Transporter	Slc16a1		*	Transporter	Dashed	HMDB0014703_Slc16a1									
HMDB0014703	Methotrexate	C20H22N8O5	HMDBP09068	Solute carrier family 22 member 7	Q9Y694	Transporter	Slc22a7		*	Transporter	Dashed	HMDB0014703_Slc22a7									
HMDB0014813	Tamoxifen	C26H29NO	HMDBP00143	Dimethylaniline monooxygenase [N-oxide-forming] 5	P49326	Unknown	Fmo5		*	Unknown	Dashed	HMDB0014813_Fmo5									
HMDB0014813	Tamoxifen	C26H29NO	HMDBP00155	Dimethylaniline monooxygenase [N-oxide-forming] 2	Q99518	Unknown	Fmo2		*	Unknown	Dashed	HMDB0014813_Fmo2									
HMDB0014813	Tamoxifen	C26H29NO	HMDBP00185	Dimethylaniline monooxygenase [N-oxide-forming] 1	Q01740	Unknown	Fmo1		*	Unknown	Dashed	HMDB0014813_Fmo1									
HMDB0015166	Probenecid	C13H19NO4S	HMDBP01111	Monocarboxylate transporter 1	P53985	Transporter	Slc16a1		*	Transporter	Dashed	HMDB0015166_Slc16a1									
HMDB0015166	Probenecid	C13H19NO4S	HMDBP09068	Solute carrier family 22 member 7	Q9Y694	Transporter	Slc22a7		*	Transporter	Dashed	HMDB0015166_Slc22a7									
HMDB0015531	Iron	Fe	HMDBP00151	Heme oxygenase 2	P30519	Unknown	Hmox2		*	Unknown	Dashed	HMDB0015531_Hmox2									
HMDB0015531	Iron	Fe	HMDBP00198	Heme oxygenase 1	P09601	Unknown	Hmox1		*	Unknown	Dashed	HMDB0015531_Hmox1									
HMDB0015532	Zinc	Zn	HMDBP00979	Fructose-bisphosphate aldolase C	P09972	Enzyme	Aldoc		*	Enzyme	Dashed	HMDB0015532_Aldoc									
HMDB0015532	Zinc	Zn	HMDBP09432	Glutamyl aminopeptidase	Q07075	Enzyme	Enpep		*	Enzyme	Dashed	HMDB0015532_Enpep									
HMDB0031105	Trierucin	C69H128O6	HMDBP00226	Hepatic triacylglycerol lipase	P11150	Enzyme	Lipc		*	Enzyme	Dashed	HMDB0031105_Lipc									
HMDB0031105	Trierucin	C69H128O6	HMDBP00227	Lysosomal acid lipase/cholesteryl ester hydrolase	P38571	Enzyme	Lipa		*	Enzyme	Dashed	HMDB0031105_Lipa									
HMDB0031105	Trierucin	C69H128O6	HMDBP01620	Apolipoprotein A-I	P02647	Enzyme	Apoa1		*	Enzyme	Dashed	HMDB0031105_Apoa1									
HMDB0031105	Trierucin	C69H128O6	HMDBP01987	Apolipoprotein C-III precursor	P02656	Transporter	Apoc3		*	Transporter	Dashed	HMDB0031105_Apoc3									
HMDB0059597	Hydrogen Ion	H	HMDBP00035	Fatty acid synthase	P49327	Enzyme	Fasn		*	Enzyme	Dashed	HMDB0059597_Fasn									
HMDB0059597	Hydrogen Ion	H	HMDBP00125	NADH-cytochrome b5 reductase 3	P00387	Unknown	Cyb5r3		*	Unknown	Dashed	HMDB0059597_Cyb5r3									
HMDB0059597	Hydrogen Ion	H	HMDBP00134	Thioredoxin reductase 1, cytoplasmic	Q16881	Unknown	Txnrd1		*	Unknown	Dashed	HMDB0059597_Txnrd1									
HMDB0059597	Hydrogen Ion	H	HMDBP00143	Dimethylaniline monooxygenase [N-oxide-forming] 5	P49326	Unknown	Fmo5		*	Unknown	Dashed	HMDB0059597_Fmo5									
HMDB0059597	Hydrogen Ion	H	HMDBP00153	Squalene monooxygenase	Q14534	Unknown	Sqle		*	Unknown	Dashed	HMDB0059597_Sqle									
HMDB0059597	Hydrogen Ion	H	HMDBP00155	Dimethylaniline monooxygenase [N-oxide-forming] 2	Q99518	Unknown	Fmo2		*	Unknown	Dashed	HMDB0059597_Fmo2									
HMDB0059597	Hydrogen Ion	H	HMDBP00158	Thioredoxin reductase 2, mitochondrial	Q9NNW7	Unknown	Txnrd2		*	Unknown	Dashed	HMDB0059597_Txnrd2									
HMDB0059597	Hydrogen Ion	H	HMDBP00185	Dimethylaniline monooxygenase [N-oxide-forming] 1	Q01740	Unknown	Fmo1		*	Unknown	Dashed	HMDB0059597_Fmo1									
HMDB0059597	Hydrogen Ion	H	HMDBP00293	Alpha-aminoadipic semialdehyde dehydrogenase	P49419	Unknown	Aldh7a1		*	Unknown	Dashed	HMDB0059597_Aldh7a1									
HMDB0059597	Hydrogen Ion	H	HMDBP00328	Glucose-6-phosphate 1-dehydrogenase	P11413	Enzyme	G6pd		*	Enzyme	Dashed	HMDB0059597_G6pd									
HMDB0059597	Hydrogen Ion	H	HMDBP00329	GDH/6PGL endoplasmic bifunctional protein	O95479	Unknown	H6pd		*	Unknown	Dashed	HMDB0059597_H6pd									
HMDB0059597	Hydrogen Ion	H	HMDBP00389	Trifunctional enzyme subunit alpha, mitochondrial	P40939	Unknown	Hadha		*	Unknown	Dashed	HMDB0059597_Hadha									
HMDB0059597	Hydrogen Ion	H	HMDBP00423	Nicotinamide N-methyltransferase	P40261	Unknown	Nnmt		*	Unknown	Dashed	HMDB0059597_Nnmt									
HMDB0059597	Hydrogen Ion	H	HMDBP00540	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	Q02338	Unknown	Bdh1		*	Unknown	Dashed	HMDB0059597_Bdh1									
HMDB0059597	Hydrogen Ion	H	HMDBP00666	Glutamate dehydrogenase 2, mitochondrial	P49448	Unknown	Glud1		*	Unknown	Dashed	HMDB0059597_Glud1									
HMDB0059597	Hydrogen Ion	H	HMDBP00694	Glutamate dehydrogenase 1, mitochondrial	P00367	Unknown	Glud1		*	Unknown	Dashed	HMDB0059597_Glud1									
HMDB0059597	Hydrogen Ion	H	HMDBP00808	Glutathione S-transferase Mu 2	P28161	Enzyme	Gstm2		*	Enzyme	Dashed	HMDB0059597_Gstm2									
HMDB0059597	Hydrogen Ion	H	HMDBP00837	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	P21695	Unknown	Gpd1		*	Unknown	Dashed	HMDB0059597_Gpd1									
HMDB0059597	Hydrogen Ion	H	HMDBP00907	UDP-glucose 6-dehydrogenase	O60701	Unknown	Ugdh		*	Unknown	Dashed	HMDB0059597_Ugdh									
HMDB0059597	Hydrogen Ion	H	HMDBP00910	3-hydroxy-3-methylglutaryl-coenzyme A reductase	P04035	Enzyme	Hmgcr		*	Enzyme	Dashed	HMDB0059597_Hmgcr									
HMDB0059597	Hydrogen Ion	H	HMDBP09100	2-oxoglutarate dehydrogenase-like, mitochondrial	Q9ULD0	Enzyme	Ogdhl		*	Enzyme	Dashed	HMDB0059597_Ogdhl									
HMDB0059661	QH(2)	C14H20O4	HMDBP00117	NADH-ubiquinone oxidoreductase chain 1	P03886	Unknown	Mt-nd1		*	Unknown	Dashed	HMDB0059661_Mt-nd1									
HMDB0059661	QH(2)	C14H20O4	HMDBP00154	NADH-ubiquinone oxidoreductase chain 2	P03891	Unknown	Mt-nd2		*	Unknown	Dashed	HMDB0059661_Mt-nd2									
HMDB0059661	QH(2)	C14H20O4	HMDBP00178	NADH-ubiquinone oxidoreductase chain 4	P03905	Unknown	Mt-nd4		*	Unknown	Dashed	HMDB0059661_Mt-nd4									
HMDB0059661	QH(2)	C14H20O4	HMDBP00189	NADH-ubiquinone oxidoreductase chain 6	P03923	Unknown	Mt-nd6		*	Unknown	Dashed	HMDB0059661_Mt-nd6									
HMDB0060308	(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexa-2,6,9,12,15,18-enoyl-CoA	C45H70N7O17P3S	HMDBP00192	Peroxisomal acyl-coenzyme A oxidase 3	O15254	Unknown	Acox3		*	Unknown	Dashed	HMDB0060308_Acox3									
HMDB0060308	(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexa-2,6,9,12,15,18-enoyl-CoA	C45H70N7O17P3S	HMDBP00389	Trifunctional enzyme subunit alpha, mitochondrial	P40939	Unknown	Hadha		*	Unknown	Dashed	HMDB0060308_Hadha									
HMDB0060488	Methaneselenol	CH4Se	HMDBP00134	Thioredoxin reductase 1, cytoplasmic	Q16881	Unknown	Txnrd1		*	Unknown	Dashed	HMDB0060488_Txnrd1									
HMDB0060488	Methaneselenol	CH4Se	HMDBP00158	Thioredoxin reductase 2, mitochondrial	Q9NNW7	Unknown	Txnrd2		*	Unknown	Dashed	HMDB0060488_Txnrd2									
HMDB0060489	Methylselenic acid	CH4O2Se	HMDBP00134	Thioredoxin reductase 1, cytoplasmic	Q16881	Unknown	Txnrd1		*	Unknown	Dashed	HMDB0060489_Txnrd1									
HMDB0060489	Methylselenic acid	CH4O2Se	HMDBP00158	Thioredoxin reductase 2, mitochondrial	Q9NNW7	Unknown	Txnrd2		*	Unknown	Dashed	HMDB0060489_Txnrd2									
HMDB0060513	Tamoxifen N-oxide	C26H29NO2	HMDBP00143	Dimethylaniline monooxygenase [N-oxide-forming] 5	P49326	Unknown	Fmo5		*	Unknown	Dashed	HMDB0060513_Fmo5									
HMDB0060513	Tamoxifen N-oxide	C26H29NO2	HMDBP00155	Dimethylaniline monooxygenase [N-oxide-forming] 2	Q99518	Unknown	Fmo2		*	Unknown	Dashed	HMDB0060513_Fmo2									
HMDB0060513	Tamoxifen N-oxide	C26H29NO2	HMDBP00185	Dimethylaniline monooxygenase [N-oxide-forming] 1	Q01740	Unknown	Fmo1		*	Unknown	Dashed	HMDB0060513_Fmo1									
HMDB0242173	Diacylglycerol	C37H70O5	HMDBP00220	Diacylglycerol kinase theta	P52824	Unknown	Dgkq		*	Unknown	Dashed	HMDB0242173_Dgkq									
HMDB0242173	Diacylglycerol	C37H70O5	HMDBP00226	Hepatic triacylglycerol lipase	P11150	Enzyme	Lipc		*	Enzyme	Dashed	HMDB0242173_Lipc									
HMDB0242173	Diacylglycerol	C37H70O5	HMDBP00536	Arylacetamide deacetylase	P22760	Enzyme	Aadac		*	Enzyme	Dashed	HMDB0242173_Aadac									
HMDB0242173	Diacylglycerol	C37H70O5	HMDBP07719	RAS guanyl-releasing protein 1	O95267	Unknown	Rasgrp1		*	Unknown	Dashed	HMDB0242173_Rasgrp1									
HMDB0242173	Diacylglycerol	C37H70O5	HMDBP08095	Protein unc-13 homolog B	O14795	Unknown	Unc13b		*	Unknown	Dashed	HMDB0242173_Unc13b									
HMDB0242173	Diacylglycerol	C37H70O5	HMDBP12116	Arylacetamide deacetylase	Q99PG0	Unknown	Aadac		*	Unknown	Dashed	HMDB0242173_Aadac									
HMDB0242173	Diacylglycerol	C37H70O5	HMDBP12127	Arylacetamide deacetylase	Q9QZH8	Unknown	Aadac		*	Unknown	Dashed	HMDB0242173_Aadac									
HMDB0242173	Diacylglycerol	C37H70O5	HMDBP12133	Diacylglycerol kinase theta	D3ZEY4	Unknown	Dgkq		*	Unknown	Dashed	HMDB0242173_Dgkq									
HMDB0242173	Diacylglycerol	C37H70O5	HMDBP12140	RAS guanyl-releasing protein 1	Q9Z1S3	Unknown	Rasgrp1		*	Unknown	Dashed	HMDB0242173_Rasgrp1									
HMDB0248323	Carbamoyl	CH2NO	HMDBP00656	Argininosuccinate synthase	P00966	Enzyme	Ass1		*	Enzyme	Dashed	HMDB0248323_Ass1									
HMDB0248323	Carbamoyl	CH2NO	HMDBP00697	Argininosuccinate lyase	P04424	Enzyme	Asl		*	Enzyme	Dashed	HMDB0248323_Asl									
HMDB0249206	Bile acid	C24H40O5	HMDBP00164	Peroxisomal acyl-coenzyme A oxidase 2	Q99424	Unknown	Acox2		*	Unknown	Dashed	HMDB0249206_Acox2									
HMDB0249206	Bile acid	C24H40O5	HMDBP03055	Bile acyl-CoA synthetase	Q9Y2P5	Enzyme	Slc27a5		*	Enzyme	Dashed	HMDB0249206_Slc27a5									
HMDB0250708	Cysteinyl	C3H6NOS	HMDBP10776	Uracil nucleotide/cysteinyl leukotriene receptor	Q13304	Unknown	Gpr17		*	Unknown	Dashed	HMDB0250708_Gpr17			*	*		*			*
HMDB0250708	Cysteinyl	C3H6NOS	HMDBP12811	Uracil nucleotide/cysteinyl leukotriene receptor	Q6NS65	Unknown	Gpr17		*	Unknown	Dashed	HMDB0250708_Gpr17			*	*		*			*
HMDB0253193	HMG-CoA	C27H44N7O20P3S	HMDBP00053	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	Q01581	Enzyme	Hmgcs1		*	Enzyme	Dashed	HMDB0253193_Hmgcs1									
HMDB0253193	HMG-CoA	C27H44N7O20P3S	HMDBP00910	3-hydroxy-3-methylglutaryl-coenzyme A reductase	P04035	Enzyme	Hmgcr		*	Enzyme	Dashed	HMDB0253193_Hmgcr									
HMDB0254119	Lipopolysaccharide	C205H366N3O117P5	HMDBP11446	Lipopolysaccharide-binding protein	P18428	Unknown	Lbp		*	Unknown	Dashed	HMDB0254119_Lbp									
HMDB0254119	Lipopolysaccharide	C205H366N3O117P5	HMDBP13837	Lipopolysaccharide-binding protein	Q61805	Unknown	Lbp		*	Unknown	Dashed	HMDB0254119_Lbp									
HMDB0256800	Prolyl	C5H8NO	HMDBP09211	Egl nine homolog 2	Q96KS0	Enzyme	Egln2		*	Enzyme	Dashed	HMDB0256800_Egln2									
HMDB0256800	Prolyl	C5H8NO	HMDBP09212	Egl nine homolog 3	Q9H6Z9	Enzyme	Egln3		*	Enzyme	Dashed	HMDB0256800_Egln3									
HMDB_TG	TG		HMDBP00221	Pancreatic triacylglycerol lipase	P16233	Enzyme	Pnlip	*		Enzyme	Dashed	HMDB_TG_Pnlip					*				*
HMDB_TG	TG		HMDBP00226	Hepatic triacylglycerol lipase	P11150	Enzyme	Lipc	*	*	Enzyme	Solid	HMDB_TG_Lipc					*				*
HMDB_TG	TG		HMDBP00229	Inactive pancreatic lipase-related protein 1	P54315	Enzyme	Pnliprp1	*		Enzyme	Dashed	HMDB_TG_Pnliprp1					*				*
HMDB_TG	TG		HMDBP00232	Patatin-like phospholipase domain-containing protein 3	Q9NST1	Enzyme	Pnpla3	*	*	Enzyme	Solid	HMDB_TG_Pnpla3					*				*
HMDB_TG	TG		HMDBP00236	Gastric triacylglycerol lipase	P07098	Enzyme	Lipf	*		Enzyme	Dashed	HMDB_TG_Lipf					*				*
HMDB_TG	TG		HMDBP00239	Endothelial lipase	Q9Y5X9	Enzyme	Lipg	*	*	Enzyme	Solid	HMDB_TG_Lipg		*			*				*
HMDB_TG	TG		HMDBP00241	Bile salt-activated lipase	P19835	Unknown	Cel	*	*	Unknown	Solid	HMDB_TG_Cel		*	*		*		*		*
HMDB_TG	TG		HMDBP00243	Diacylglycerol O-acyltransferase 1	O75907	Enzyme	Dgat1	*	*	Enzyme	Solid	HMDB_TG_Dgat1					*				*
HMDB_TG	TG		HMDBP00245	Pancreatic lipase-related protein 2	P54317	Enzyme	Pnliprp2	*		Enzyme	Dashed	HMDB_TG_Pnliprp2					*				*
HMDB_TG	TG		HMDBP00310	Lipoprotein lipase	P06858	Enzyme	Lpl	*	*	Enzyme	Solid	HMDB_TG_Lpl					*				*
HMDB_TG	TG		HMDBP00497	Liver carboxylesterase 1	P23141	Enzyme	Cesl1	*		Enzyme	Dashed	HMDB_TG_Cesl1					*				*
HMDB_TG	TG		HMDBP00531	Hormone-sensitive lipase	Q05469	Unknown	Lipe	*	*	Unknown	Solid	HMDB_TG_Lipe					*				*
HMDB_TG	TG		HMDBP03089	2-acylglycerol O-acyltransferase 2	Q3SYC2	Enzyme	Mogat2	*	*	Enzyme	Solid	HMDB_TG_Mogat2					*	*			*
HMDB_TG	TG		HMDBP03160	Patatin-like phospholipase domain-containing protein 4	P41247	Enzyme	Pnpla4	*	*	Enzyme	Solid	HMDB_TG_Pnpla4					*				*
HMDB_TG	TG		HMDBP04483	Diacylglycerol O-acyltransferase 2	Q96PD7	Enzyme	Dgat2	*	*	Enzyme	Solid	HMDB_TG_Dgat2					*				*
HMDB_TG	TG		HMDBP04645	2-acylglycerol O-acyltransferase 1	Q96PD6	Enzyme	Mogat1	*		Enzyme	Dashed	HMDB_TG_Mogat1					*				*
HMDB_TG	TG		HMDBP07301	Phospholipase B1, membrane-associated	Q6P1J6	Unknown	Plb1	*		Unknown	Dashed	HMDB_TG_Plb1					*				*
HMDB_TG	TG		HMDBP07347	Patatin-like phospholipase domain-containing protein 2	Q96AD5	Enzyme	Pnpla2	*	*	Enzyme	Solid	HMDB_TG_Pnpla2	*	*	*	*	*	*	*	*	*
HMDB_TG	TG		HMDBP00227	Lysosomal acid lipase/cholesteryl ester hydrolase	P38571	Enzyme	Lipa	*	*	Enzyme	Solid	HMDB_TG_Lipa					*				*
HMDB_TG	TG		HMDBP00308	Carnitine O-palmitoyltransferase 1, muscle isoform	Q92523	Enzyme	Cpt1b	*	*	Enzyme	Solid	HMDB_TG_Cpt1b					*				*
HMDB_TG	TG		HMDBP00309	Carnitine O-palmitoyltransferase 1, liver isoform	P50416	Enzyme	Cpt1a	*	*	Enzyme	Solid	HMDB_TG_Cpt1a					*				*
HMDB_TG	TG		HMDBP00311	Carnitine O-palmitoyltransferase 2, mitochondrial	P23786	Enzyme	Cpt2	*	*	Enzyme	Solid	HMDB_TG_Cpt2					*				*
HMDB_TG	TG		HMDBP01620	Apolipoprotein A-I	P02647	Enzyme	Apoa1	*	*	Enzyme	Solid	HMDB_TG_Apoa1					*				*
HMDB_TG	TG		HMDBP01987	Apolipoprotein C-III precursor	P02656	Transporter	Apoc3	*	*	Transporter	Solid	HMDB_TG_Apoc3					*				*
HMDB_TG	TG		HMDBP03176	Long-chain fatty acid transport protein 1	Q6PCB7	Transporter	Slc27a1	*	*	Transporter	Solid	HMDB_TG_Slc27a1					*				*
HMDB_TG	TG		HMDBP10986	Apolipoprotein A-V	Q6Q788	Unknown	Apoa5	*	*	Unknown	Solid	HMDB_TG_Apoa5					*				*
HMDB_PC	PC		HMDBP00056	Acyl-protein thioesterase 1	O75608	Enzyme	LOC120099997	*		Enzyme	Dashed	HMDB_PC_LOC120099997									
HMDB_PC	PC		HMDBP00057	Group XV phospholipase A2	Q8NCC3	Unknown	Pla2g15	*	*	Unknown	Solid	HMDB_PC_Pla2g15									
HMDB_PC	PC		HMDBP00058	Calcium-dependent phospholipase A2	P39877	Unknown	Pla2g5	*		Unknown	Dashed	HMDB_PC_Pla2g5									
HMDB_PC	PC		HMDBP00059	Group IIF secretory phospholipase A2	Q9BZM2	Unknown	Pla2g2f	*		Unknown	Dashed	HMDB_PC_Pla2g2f									
HMDB_PC	PC		HMDBP00060	Cytosolic phospholipase A2	P47712	Unknown	Pla2g4a	*	*	Unknown	Solid	HMDB_PC_Pla2g4a									
HMDB_PC	PC		HMDBP00061	Phospholipase A2	P04054	Unknown	Pla2g1b	*		Unknown	Dashed	HMDB_PC_Pla2g1b									
HMDB_PC	PC		HMDBP00063	Group 10 secretory phospholipase A2	O15496	Unknown	Pla2g10	*		Unknown	Dashed	HMDB_PC_Pla2g10									
HMDB_PC	PC		HMDBP00066	Acyl-protein thioesterase 2	O95372	Enzyme	Lypla2	*	*	Enzyme	Solid	HMDB_PC_Lypla2									
HMDB_PC	PC		HMDBP00067	Group XIIA secretory phospholipase A2	Q9BZM1	Unknown	Pla2g12a	*	*	Unknown	Solid	HMDB_PC_Pla2g12a									
HMDB_PC	PC		HMDBP00068	85/88 kDa calcium-independent phospholipase A2	O60733	Unknown	Pla2g6	*	*	Unknown	Solid	HMDB_PC_Pla2g6									
HMDB_PC	PC		HMDBP00069	Phosphatidylcholine-sterol acyltransferase	P04180	Enzyme	Lcat	*	*	Enzyme	Solid	HMDB_PC_Lcat									
HMDB_PC	PC		HMDBP00072	Phospholipase A2, membrane associated	P14555	Unknown	Pla2g2a	*	*	Unknown	Solid	HMDB_PC_Pla2g2a									
HMDB_PC	PC		HMDBP00073	Group IID secretory phospholipase A2	Q9UNK4	Unknown	Pla2g2d	*	*	Unknown	Solid	HMDB_PC_Pla2g2d									
HMDB_PC	PC		HMDBP00080	Phospholipase D2	O14939	Enzyme	Pld2	*	*	Enzyme	Solid	HMDB_PC_Pld2									
HMDB_PC	PC		HMDBP00082	Phospholipase D1	Q13393	Unknown	Pld1	*	*	Unknown	Solid	HMDB_PC_Pld1									
HMDB_PC	PC		HMDBP00529	Cytosolic phospholipase A2 gamma	Q9UP65	Unknown	Pla2g4c	*	*	Unknown	Solid	HMDB_PC_Pla2g4c	*					*			*
HMDB_PC	PC		HMDBP00532	Group 3 secretory phospholipase A2	Q9NZ20	Unknown	Pla2g3	*		Unknown	Dashed	HMDB_PC_Pla2g3									
HMDB_PC	PC		HMDBP00540	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	Q02338	Unknown	Bdh1	*	*	Unknown	Solid	HMDB_PC_Bdh1									
HMDB_PC	PC		HMDBP00732	Choline-phosphate cytidylyltransferase B	Q9Y5K3	Enzyme	Pcyt1b	*		Enzyme	Dashed	HMDB_PC_Pcyt1b									
HMDB_PC	PC		HMDBP00755	Choline-phosphate cytidylyltransferase A	P49585	Enzyme	Pcyt1a	*	*	Enzyme	Solid	HMDB_PC_Pcyt1a									
HMDB_PC	PC		HMDBP00770	Phosphatidylcholine:ceramide cholinephosphotransferase 2	Q8NHU3	Enzyme	Sgms2	*	*	Enzyme	Solid	HMDB_PC_Sgms2									
HMDB_PC	PC		HMDBP00775	Phosphatidylcholine:ceramide cholinephosphotransferase 1	Q86VZ5	Enzyme	Sgms1	*	*	Enzyme	Solid	HMDB_PC_Sgms1									
HMDB_PC	PC		HMDBP00778	Choline kinase alpha	P35790	Enzyme	Chka	*	*	Enzyme	Solid	HMDB_PC_Chka									
HMDB_PC	PC		HMDBP01131	Probable phospholipid-transporting ATPase IG	Q8NB49	Unknown	Atp11c	*	*	Unknown	Solid	HMDB_PC_Atp11c									
HMDB_PC	PC		HMDBP01132	Probable phospholipid-transporting ATPase IH	P98196	Unknown	Atp11a	*	*	Unknown	Solid	HMDB_PC_Atp11a									
HMDB_PC	PC		HMDBP01169	Probable phospholipid-transporting ATPase VA	O60312	Unknown	Atp10a	*	*	Unknown	Solid	HMDB_PC_Atp10a					*				*
HMDB_PC	PC		HMDBP01192	Probable phospholipid-transporting ATPase IC	O43520	Unknown	Atp8b1	*	*	Unknown	Solid	HMDB_PC_Atp8b1									
HMDB_PC	PC		HMDBP01220	Probable phospholipid-transporting ATPase IIA	O75110	Unknown	Atp9a	*		Unknown	Dashed	HMDB_PC_Atp9a									
HMDB_PC	PC		HMDBP01239	Probable phospholipid-transporting ATPase VD	Q9P241	Unknown	Atp10d	*	*	Unknown	Solid	HMDB_PC_Atp10d									
HMDB_PC	PC		HMDBP01247	Probable phospholipid-transporting ATPase IB	Q9NTI2	Unknown	Atp8a2	*	*	Unknown	Solid	HMDB_PC_Atp8a2									
HMDB_PC	PC		HMDBP01359	Probable phospholipid-transporting ATPase IA	Q9Y2Q0	Unknown	Atp8a1	*	*	Unknown	Solid	HMDB_PC_Atp8a1									
HMDB_PC	PC		HMDBP01463	Probable phospholipid-transporting ATPase IM	Q8TF62	Unknown	Atp8b4	*		Unknown	Dashed	HMDB_PC_Atp8b4									
